,id,text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
1496,23187,giao kg đúng màu . hài_lòng,0,-1,0,0,0,0
1497,23186,"chế_độ giao now 2 - 3h 10h hôm giao . liên_lạc cskh đặt_hàng 13 : 0 giao hôm thất_vọng . , tiki mục ghi_chú 13 : 0 giao hôm quyết_định tốt .",0,0,0,0,-1,0
1498,23185,tả oke giá_cả tốt hài_lòng kì hài_lòng,1,0,0,1,0,0
1499,23184,"hàng cao_cấp bobby cứng , bỉm dày , thấm hút bình_thường , mua mấy dòng bỉm nhật mặc_dù giá ngang không hài_lòng",0,0,0,-1,0,0
1500,23183,"đóng_gói kĩ , giao hàng kì hài_lòng",0,0,0,0,1,0
1501,23182,không hài_lòng . đêm tràn bỉm không hài_lòng,0,0,0,-1,0,0
1502,23181,tốt . toàn tã bé tiki . giá tốt giao hàng . combo 3,1,0,0,0,1,0
1503,23180,giao hàng . mua chưa chưa ý_kiến sp kì hài_lòng,0,0,0,0,1,0
1505,23178,"sp chất_lượng , đóng_gói cẩn_thận nhanh_chóng kì hài_lòng",0,0,0,1,1,0
1506,23177,tốt . giao hàng kì hài_lòng,0,0,0,0,1,0
1507,23176,"sữa tan , nhẹ .",0,0,0,1,0,0
1509,23174,tã thấm hút tốt . ko chảy xệ kì hài_lòng,0,0,0,1,0,0
1510,23173,sản_phẩm tốt bé không hăm giao hàng,0,0,1,1,1,0
1511,23172,tã vẻ dày không mềm như mua . loại jumbo loại không ?,0,0,0,-1,0,0
1514,23169,tốt sản_phẩm hơi cao_giá,-1,0,0,1,0,0
1516,23167,"sản_phẩm ok , hạn",0,0,1,1,0,0
1517,23166,"hàng hồi thất_vọng sản_phẩm , màu không như hình , 1 khoá không 2 nhu hình , chất vải cộng khoá đều không đổi hàng . phẩm không như hình",0,0,0,-1,0,0
1518,23165,"cung_cấp đóng_gói sản_phẩm kỹ_lưỡng , giao hàng siêu",0,0,0,0,1,0
1519,23164,minh quà giao không shop sản_phẩm tặng,0,-1,0,0,0,0
1522,23161,giao hàng cực . đặt_hàng hôm hôm . chưa không chất_lượng kì hài_lòng,0,0,0,0,1,0
1524,23159,"bình_thường m mua tiki giao hàng , không đợt dịch_bệnh không tiki giao , m không chờ đi mua tạm đỡ .",0,0,0,0,-1,0
1526,23157,êm . giao hàng . ok kì hài_lòng,0,0,0,1,1,0
1527,23156,hài_lòng như mô_tả kì hài_lòng,0,0,0,0,0,1
1528,23155,"tặng 2 giỏ mẹ bé , 1 giỏ mẹ , lừa_đảo không hài_lòng",0,-1,0,0,0,0
1530,23153,"mấy mẹ đừng mua tả . shop làm_ăn uy_tín chuyên_nghiệp . tả goon chương_trình km đổi tem quà , shop cắt tem gói tả , dán hình che mắt khách_hàng , thất_vọng kiểu shop . tiki xem_xét đối_tác hàng làm_ăn_gian_dối",0,-1,0,0,0,0
1532,23151,"2bé , đều tin_dùng loại pampers , bỉm mềm , vạch báo thuận_tiện , giá_cả hợp_lý . giao hàng đóng_gói cẩn_thận .",1,0,0,1,1,0
1534,23815,"mô ta , tiện_dụng kì hài_lòng",0,0,0,0,0,0
1535,23814,tiki cung_cấp sản_phẩm hãng giá cực dễ_thương . friso tốt,1,0,0,0,0,1
1537,23812,hàng mẫu_mã đúng chất_lượng . giá_cả 👍 kì hài_lòng,1,1,0,1,0,0
1538,23811,"toàn tã moony , giá tạm ổn không mắc lắm kì hài_lòng",1,0,0,0,0,0
1540,23809,"sản_phẩm tốt , giá_thành hợp_lý . chất_lượng cải_thiện tã cũ , đai hông mềm_mại , vạch báo tiểu thông_minh keo quấn tiện_lợi 👍 tã không hăm , không bí_bách không tràn ❤ ️ pampers ra_mắt sản_phẩm chất_lượng như ! phẩm_chất_lượng",1,0,1,1,0,0
1541,23808,"sản_phẩm đúng hãng , chất_lượng tốt . mua đợt khuyến_mãi rẽ thị_trường . kì hài_lòng",1,0,0,1,0,1
1542,23807,sản_phẩm tốt giao hàng tốt kì hài_lòng,0,0,0,0,1,0
1543,23806,gói hàng . thẩm_mỹ thất bất_ổn ta ? mua 2 gói tã bung bét như nói_gì,0,0,0,0,-1,0
1544,23805,"mời tiki hình chụp đính kèm , hộp dơ_bẩn , rỉ sét , móp méo , mất : sữa trẻ_em uống , chất_lượng ? trẻ_em 3 uống trách_nhiệm ? hàng giao 2h , đề_nghị tiki thu_hồi giúp sản_phẩm ! thanks trẻ_em 3 trừ hộp dơ_bẩn , rỉ sét , móp méo , không galanty",0,-1,-1,0,1,0
1546,23803,hàng hàng giao kì hài_lòng,0,0,0,0,1,0
1547,23802,đóng_gói đẹp hàng chuẩn oke,0,0,0,0,1,1
1548,23801,"tiki vui_lòng nhật_bản sản_xuất k ? trc mua 1 bịch pamper , mua tiki sx vẻ không , mông ướt , thấm không khô thoáng . gốc bỉm",0,0,0,-1,0,0
1549,23800,bịch 2 tiki . hài_lòng . sản_phẩm giá tiền . đường lưng mỏng thoáng co_dãn thoải_mái dễ_chịu . mẹ mua kì hài_lòng,1,0,0,1,0,0
1551,23798,không mua . tiểu 1 ướt .,0,0,0,-1,0,0
1553,23796,sp tốt kì hài_lòng,0,0,0,0,0,0
1555,23794,gửi hàng xong hộp móp méo hết_lòng,0,0,0,0,1,0
1556,23793,"tả oke , hạn . trừ giao hàng , đóng_gói sơ . giao 3 1 móc thủng 1 lỗ . góp_ý shop khắc_phục",0,0,1,0,-1,0
1557,23792,"sản_phẩm tốt , giao hàng siêu , gói to tiết_kiệm",1,0,0,0,1,0
1558,23791,"sản_phẩm như giới_thiệu , đóng_gói cẩn_thận , giao hàng . shop tiki kì hài_lòng",0,0,0,0,1,0
1559,23790,chưa hàng giao ướt vỏ hộp xấu,0,0,0,0,-1,0
1560,23789,săn sale mua rẻ trời . kì hài_lòng,1,0,0,0,0,0
1561,23788,"tả bé đái vón cục . đùn 2 đầu tả , chả tí thâm . bé đái 1 , 2 ướt quần miết không hài_lòng",0,0,0,-1,0,0
1562,23787,mua bênh tiki đầu không tốt máy sản_phẩm mua cua hàng không,0,0,0,0,0,0
1564,23785,giao hàng đóng_gói kỹ_lưỡng chất_lượng tốt kì hài_lòng,0,0,0,1,1,0
1566,23783,"đi học , bổ_sung dinh_dưỡng & vitamin khoáng_chất , friso hộp giấy trường . & tiện_lợi",0,0,0,0,0,0
1568,23781,dc hàng không móc treo xe đẩy,0,0,0,0,0,0
1569,23780,mua bỉm bé_con kích_thước lớn tiki !,0,0,0,0,0,0
1572,23777,"sản_phẩm mua , chất_lượng tốt , đai chun không xệ như loại , mỏng nhẹ , hài_lòng kì hài_lòng",0,0,0,1,0,0
1573,23776,"chất_lượng sản_phẩm ổn , giao hàng , shop tư_vấn tốt . kì hài_lòng",0,1,0,1,1,0
1574,23775,"balo xinh . bé 4t . sữa hạn , vận_chuyển , hộp nguyên không móp méo . kì hài_lòng",0,0,1,0,1,0
1575,23774,"sữa hãng , hạn , quà tặng , tốt ! kì hài_lòng",0,1,1,0,0,1
1577,23772,"hài_lòng , sản_phẩm dài_dài , tuyệt_vời kì hài_lòng",0,0,0,0,0,0
1578,23771,hàng đẹp . chất_liệu ok . đóng_gói kì hài_lòng,0,0,0,1,1,0
1579,23770,"tả quần xl 62 miếng shop 299k , 380k mắc , không_trung_thực khách_hàng mua hàng không tâm",-1,-1,0,0,0,0
1580,23769,"sản_phẩm chưa ưng giá ưu_đãi , giao hàng dự_kiến kì hài_lòng",1,0,0,0,1,0
1581,23768,"tã in đẹp , cải_tiến mềm kì hài_lòng",0,0,0,1,0,0
1582,23767,hàng oke bền kì hài_lòng,0,0,0,0,0,0
1583,23766,"bỉm mua đúng kg , bé 11kg mua xl như bỉm rộng . bỉm rẻ không đòi_hỏi cảm_giác vón cục không lắm .",1,0,0,-1,0,0
1585,23764,"tiki giao hàng , đóng_gói kĩ . tã quần xuyên đêm bé , thấm hút tốt , không tràn , không bí , chưa hăm , nhẹ tốt",0,0,1,1,1,0
1586,23763,"hồi tã pampers không đổi nhãn_hiệu . bé khô thoáng , đi ngủ suốt đêm không tràn . rãnh báo dây keo cuộn xong cực_kỳ tiện_lợi . tiki now giao như một gió , lễ tết không nghỉ . thấm hút tốt khô thoáng",0,0,0,1,1,0
1587,23762,"sản_phẩm nguyên_vẹn , sản_xuất giá tốt kì hài_lòng",1,0,1,0,0,0
1588,23761,sữa hạn . quà tặng cực đẹp . ủng_hộ shop dài_dài nha kì hài_lòng,0,1,1,0,0,0
1589,23760,"hàng đóng_gói kỹ giao . chất tả không mềm thấm hút tốt , đai bụng mỏng form tả ôm không xệ . nhân_viên giao hàng thân_thiện . kì hài_lòng",0,0,0,1,1,0
1590,23759,tiki giao hàng . giá 240k hợp_lý kì hài_lòng,1,0,0,0,1,0
1593,23756,ngon bổ rẻ kì hài_lòng,1,0,0,0,0,0
1595,23754,tả tốt . không tràn bé nằm tư_thế_nào . thấm đều . kì hài_lòng,0,0,0,1,0,0
1596,23753,sản_phẩm tốt một miếng kéo dính xong tốt kì hài_lòng,0,0,0,0,0,0
1599,23750,"giao hàng , đúng số_lượng , đóng_gói cẩn_thận , hài_lòng tã goon hợp . ủng_hộ shop . sorry hình_ảnh không kì hài_lòng",0,1,0,1,1,0
1600,23749,giao hàng oki kì hài_lòng,0,0,0,0,1,0
1601,23748,"bữa pampers sale mua thử bịch l . cảm_nhận tã mỏng . thấm hút tương_đối ổn ( da bé ít kích_ứng , bé tã không ít hăm , rửa vệ_sinh sạch_sẽ ok ) , tã không phồng 1 cục như loại . giá mềm ngang_ngửa bobby . form hơi . xl mặc thoải_mái . loại ban_ngày . đêm merries_thích",1,0,1,1,0,0
1602,23747,quảng_cáo tặng gói 20 miếng gửi hàng không ! bọn hàng online như ! không hài_lòng ! đầu dê thịt chó !,0,-1,0,0,0,0
1605,23744,tã dồn . không hài_lòng,0,0,0,-1,0,0
1607,23742,"hàng chất_lượng tốt , mua bé kì hài_lòng",0,0,0,1,0,0
1608,23741,"giao , giá rẻ , 680k / 3 bịch l54 ? mua tiki yên_tâm . dịch_vụ tốt , giá rẻ",1,0,0,0,1,0
1609,23740,"sản_phẩm ổn , thường_xuyên",0,0,0,0,0,0
1610,23739,tã mỏng thấm tốt thoải_mái . kì hài_lòng,0,0,0,1,0,0
1612,23737,hàng giao . tốt kì hài_lòng,0,0,0,0,1,0
1614,23735,"giao hàng , . chất_lượng tã như mua cưng . tiki",0,0,0,1,1,0
1615,23734,sp đẹp chất_lượng tốt . giao hàng,0,0,0,1,1,0
1617,23732,"ưng_ý sản_phẩm tiki . hàng đóng_gói cẩn_thận , giao hàng tốt trừ quà_đẹp",0,0,0,0,1,0
1618,23731,sữa hãng ngon . bé kì hài_lòng,0,0,0,1,0,1
1619,23730,giao hàng kì hài_lòng,0,0,0,0,1,0
1620,23729,"tã tốt không chê , anh_em mạnh_dạn mua hài_lòng",0,0,0,1,0,0
1621,23728,hàng đầy_đủ cực đẹp . kì hài_lòng,0,0,0,0,0,0
1622,23727,sản_phẩm tốt . khuyến_mãi quà tuyệt_vời,0,0,0,1,0,0
1623,23726,"tã mỏng , tốt kì hài_lòng",0,0,0,1,0,0
1625,23724,"mua cơm bo 2 bịch , 1 bịch nsx 2018 , 1 bịch sản_xuất 2019 ? kì hài_lòng",0,0,0,0,0,0
1626,23723,shop đóng_gói mua giá sốc shop 5 kì hài_lòng,1,0,0,0,0,0
1627,23149,"giao hàng màu hồng , màu xanh , đổi đúng màu không ? hài_lòng",0,-1,0,0,0,0
1629,23147,"mỏng cũ , tuột . mua gói lớn kb",0,0,0,-1,0,0
1630,23146,giá_cả quà tặng xinh_xắn,1,1,0,0,0,0
1631,23145,sản_phẩm tốt giá 305k rẻ kì hài_lòng,1,0,0,0,0,0
1633,23143,"tã thấm hút bình_thường , không ôm sát mông bé , bé tè một tã rớt mông , tiền",0,0,0,-1,0,0
1634,23142,"sx 11 / 2019 chưa hạn hơi cũ mua , 1 .",0,0,-1,0,0,0
1635,23141,"giao hàng , đóng_gói đôi_khi hộp móp kì hài_lòng",0,0,0,0,1,0
1636,23140,"giao hàng , sản_phẩm đúng như giới_thiệu ủng_hộ shop gói khăn ướt bobby care bổ_sung 80",0,0,0,0,1,0
1637,23139,rẻ trường quà khuyến_mãi . xứng_đáng tiền,1,1,0,0,0,0
1638,23138,"tả tràn cho_dù , không ôm khít như loại cũ không hài_lòng",0,0,0,-1,0,0
1639,23137,"hàng_hoá đóng_gói kỹ , bao_bì đẹp kì hài_lòng",0,0,0,0,1,0
1640,23136,mỏng . không bao_bì hài_lòng,0,0,0,-1,0,0
1641,23135,"bỉm mềm , kì hài_lòng",0,0,0,1,0,0
1642,23134,"đóng_gói , giao hàng sản_phẩm kì hài_lòng",0,1,0,0,1,0
1643,23133,"shop giao màu không ưng_ý lắm , chất_lượng giá oke",0,0,0,1,0,0
1644,23132,"tuyệt_vời đẹp , co_giãn thấm hút tốn , đồng_tiền kì hài_lòng",1,0,0,1,0,0
1645,23131,"moony bàn chất_lượng . hàng tiki đúng hãng , giao hàng , đóng_gói cẩn_thận kì hài_lòng",0,0,0,1,1,1
1646,23130,giao hàng nhanh_chóng . đóng_gói cẩn_thận . bao_bì nguyên_vẹn . shop . kì hài_lòng,0,0,0,0,1,0
1647,23129,bỉm mua lớn mềm mịn . bỉm tiki khô ráp mỏng . cầm 2 miếng hẳn . tức . bỉm đểu không hả trời . mua mặc vầy khó_chịu đấy .,0,0,0,-1,0,0
1648,23128,"date , giá rẻ . cám_ơn shop , ủng_hộ dài_dài kì hài_lòng",1,0,1,0,0,0
1649,23127,hàng hãng giao hàng . giá canh sale mềm chuẩn,1,0,0,0,1,1
1650,23126,. hàng đẹp . bé mặc đỡ hăm hẳn . mua tình_yêu kì hài_lòng,0,0,1,0,0,0
1651,23125,"date , đóng_gói cẩn_thận , ưng_ý",0,0,1,0,1,0
1652,23124,"sản_phẩm đẹp , oke",0,0,0,1,0,0
1654,23122,mềm mịn thấm hút tốt . kì hài_lòng,0,0,0,1,0,0
1655,23121,"sản_phẩm tốt mong_đợi , hàng chất_lượng , shop kì hài_lòng",0,0,0,1,0,0
1656,23120,bỉm loại chất_lượng tệ . bé bobby bé không . bỉm 1 bé nổi mẩn đỏ . thâm hút bt . a giao hàng nhiệt_tình vui_vẻ 😄 không hài_lòng,0,0,-1,-1,1,0
1658,23118,"bỉm mỏng , nhẹ , thấm hút tạm . thay thường_xuyên bé , tiết_kiệm pampers huggies kì hài_lòng",1,0,0,1,0,0
1660,23116,"hàng giao đúng như mô_tả , giao hàng kì hài_lòng",0,1,0,0,1,0
1661,23115,"loại siêu_thị không trưng_bày kệ hàng , may tiki mặt_hàng giao hàng tận nhanh_chóng",0,0,0,0,1,0
1663,23113,ổn . giá tốt . mã giảm_giá 40k gói tã 543k,1,0,0,1,0,0
1664,23112,"hộp đẹp dễ_thương , chất_lượng sản_phẩm tốt kì hài_lòng",0,0,0,1,0,0
1665,23111,"giá tốt , hàng chất_lượng . đóng_gói cẩn_thận . ủng_hộ lâu_dài kì hài_lòng",1,0,0,1,1,0
1666,23110,"mua giá 915k , hình quảng_cáo ghi tặng 1 bình nhiệt lock n lock . giao hàng không ? check combo giá không quà tặng . tiki làm_ăn kì_vậy ? không hài_lòng",0,-1,0,0,0,0
1668,23108,"hàng nhập_khẩu , sx , chưa hi_vọng chất_lượng tốt kì hài_lòng",0,0,1,0,0,0
1669,23107,"mua hàng online , trang ( tiki , lazada , chưa viết nhận_xét xấu , bực_bội . trưa nghe điện_thoại , nghe chất_vấn , trình_bày , giải_thích , bực_bội nói_cứng nhân_viên giao hàng "" nói_ngang "" , "" hàng nhiêu tiền "" . nãn . thử_hỏi mua hàng online giám tiền hàng ? . đồng_ý hình_thức hàng tiền an_toàn , , uy_tín trang tmđt , đi suốt , mẹ dùm tiền mẹ khỏe . ôm phiền_hà . nãn",0,-1,0,0,0,0
1670,23106,sữa nestle . bé kì hài_lòng,0,0,0,1,0,0
1671,23105,sản_phẩm đúng chất_lượng bobby kì hài_lòng,0,0,0,1,0,0
1673,23103,"sản_phẩm nguyên , hạn , bé uống kì hài_lòng",0,0,1,1,0,0
1675,23101,giá ổn . hàng chất_lượng tốt . gói hàng kỹ_lưỡng kì hài_lòng,1,0,0,1,1,0
1676,23100,"shop , sản_phẩm tem tích quà không ? phẩm tem tích quà không ?",0,0,0,0,0,0
1677,23099,tả dán chất_lượng cộng giá cạnh_tranh . shop vững phong_độ ủng_hộ dài_dài . kì hài_lòng,1,0,0,1,0,0
1678,23098,sản_phẩm oke . shipper không nhiệt_tình,0,0,0,0,-1,0
1679,23097,hàng_hóa méo hộp . vỏ nắp hộp nhăn_nheo . không chất_lượng đúng chuẩn enfa ko ? hàng tặng không hình_ảnh . méo,0,-1,0,0,-1,-1
1680,23096,sản_phẩm . giao hàng cẩn_thận,0,0,0,1,1,0
1681,23095,giao hàng chậm quy_định mua 7 4 giao không hài_lòng,0,0,0,0,-1,0
1682,23094,"tã thấm hút tốt , siêu mềm mịn , bé kì hài_lòng",0,0,0,1,0,0
1684,23092,"tiki chương_trình sale kích_thước sản_phẩm tã , 01 đơn hàng ( đơn hàng 02 combo 03 gói tã quần tách đơn hàng 02 combo thành 02 đơn hàng ( đơn hàng 01 combo ) giao . tiki giao 01 đơn hàng , đơn trạng_thái hàng vòng mấy . , tiki gửi nhắn xin_lỗi giao hàng trễ tối tiki gửi nhắn xin_lỗi_hủy đơn hàng lỗi lưu kho hoàn tiền thanh_toán . 1 đơn hàng 01 combo 3 gói tã . , tiki nhắn_hủy đơn hàng lỗi lưu kho hoàn tiền thanh_toán . 1 đơn hàng 02 combo tách thành 02 đơn hàng đơn hàng 01 combo hủy đơn hàng . chương_trình tiki cố_tình tách đơn hàng đơn hàng nh combo dễ_dàng_hủy đơn hàng kh lỗi lưu kho . không hài_lòng cách_thức chương_trình ưu_đãi tiki . tính_toán kiểm_soát số_lượng sản_phẩm như đơn đặt_hàng tương_ứng sản_phẩm kho nêu kh mua 01 02 combo kh kh nh đơn hàng thanh_toán báo giao_dịch thành_công tiki_hủy đơn hàng kh. mua sản_phẩm tiki nh chương_trình ưu_đãi tiki ưng hộ ch trình tệ không tin_tưởng tiki như . hài_lòng chương_trình sale tiki .",0,-1,0,0,0,0
1685,23091,hàng hãng . tích quà tặng ko ?,0,0,0,0,0,1
1686,23090,sp đóng_gói kì hài_lòng,0,0,0,0,1,0
1688,23088,quần cảm_giác kích_thước hơi chật,0,0,0,0,0,0
1689,23087,"ship , shipper thân_thiện hàng đóng_gói kĩ kì hài_lòng",0,0,0,0,1,0
1690,23086,"nhân_viên giao hàng tiki đầu m mất lịch_sự đấy , sản_phẩm không hài_lòng",0,0,0,0,-1,0
1691,23085,"bé kích_thước xxl . n mua tã bobby tiki . tã quần bobby mềm_mại , thấm hút tốt , tiện_lợi mặc bé . yên_tâm mua tã bé tiki . bobby ít quà khuyến_mại . tốt",0,-1,0,1,0,0
1692,23084,"bỉm chất_lượng , giao hàng , mặc kì hài_lòng",0,0,0,1,1,0
1693,23083,giao hàng ! kì hài_lòng,0,0,1,0,1,0
1694,23082,"tả mềm , thấm hút tốt . bobby . nhân_viên giao hàng nhiệt_tình , vui_vẻ . ủng_hộ tiki dài_dài !",0,0,0,1,1,0
1698,23078,không hề quà tặng không hài_lòng,0,-1,0,0,0,0
1700,23076,"tã , giá ok . giao hàng . ủng_hộ dài_dài giá tã quần unidry",1,0,0,1,1,0
1701,23075,"sp tốt , đóng_gói ok , giao hàng kì hài_lòng",0,0,0,1,1,0
1702,23074,giao hàng . đầu mua tiki kì hài_lòng,0,0,0,0,1,0
1703,23073,"mua 2 bịch miễn ship cộng phí cồng_kềnh 6k . nsx , bịch tả không bụi_bặm rách . 2 bịch 172 miếng . biệt hàng tiki giao tin_tưởng kì hài_lòng",0,0,1,0,-1,0
1704,23072,"giao hàng , tả tốt . kì hài_lòng",0,0,0,1,1,0
1707,23069,"giao hàng hàng đóng_gói bao_bì tã hơi nhào nát , quà tặng không đủ set đò nhà_tắm . không như quảng_cáo . hài_lòng",0,-1,0,0,1,0
1708,23068,hàng trông xịn phết mẹ . hàng việt_nam 5k / cảm_quan tổng_thể merries nhật . chưa thử chưa tiếp . kì hài_lòng,0,0,0,0,0,0
1709,23067,"hơi mỏng , bé tè nhìu trào . thích_hợp ban_ngày .",0,0,0,-1,0,0
1710,23066,"bỉm cooling nghe vẻ thoáng mát dầy pamper , độ thấm hút không pamper nội_địa nhật .",0,0,0,-1,0,0
1711,23065,giao hàng kì hài_lòng,0,0,0,0,1,0
1712,23064,"ahi hàng ok , ủng_hộ shop oke",0,0,0,0,0,0
1713,23063,sản_phẩm đóng_gói cẩn_thận trừ giao hàng nhanh_chóng ủng_hộ shop ! kì hài_lòng,0,0,0,0,1,0
1715,23061,"tã dáng mỏng mát , lưng thun mềm bé không khó_chịu , bé gái mát",0,0,0,1,0,0
1716,23060,"tã thấm hút tốt , không trào vón vành lưng hơi thô cứng khó_chịu bé , ngứa mẫn đỏ",0,0,-1,-1,0,0
1717,23059,"mua bỉm pampers chưa 4k / miếng . pampers bỉm mỏng bobby huggies bobby dải_băng_dính miếng tã . pampers dòng dáng vạch báo tiểu dải_băng_dính miếng tã ( cực_kỳ tiện gói tã bé đi thẩm_mỹ không phát_tán mùi ) . giá_cả chất_lượng pampers dáng hội tủ tiêu_chí : vạch báo tiểu , bỉm mỏng , dải_băng miếng tã bỉm phân khúc bình_dân dòng cao_cấp đủ 3 tiêu_chí . kết khả_năng dáng pampers bé bé trai bỉm dồn xong bỉm xệ hơi kỳ . phẩm_giá tốt , chất_lượng tốt",1,0,0,1,0,0
1719,23057,sp đóng_gói thành hợp_lý . tiki kì hài_lòng,1,0,0,0,1,0
1720,23056,"tiki đóng_gói sữa cẩn_thận , mua sản_phẩm hộp sữa chèn , hộp không móp méo , chất_lượng sữa tốt , tơi thơm , hạn , đổi sữa bé hợp_tác vui lắm , nhân_viên giao hàng tiki nghe phản_ánh mua hàng tiki đều tuyệt_vời , địa_chỉ cơ_quan hàng 7 dời địa_chỉ đều vui_vẻ , hàng kiểm hàng không vui_vẻ khui hàng kiểm . tiki chất_lượng sản_phẩm thái_độ phục_vụ . mong_tiki tuyệt_vời . kì hài_lòng",0,1,1,1,1,0
1721,23055,"bỉm tốt , giao , ủng_hộ tiki dài_dài kì hài_lòng",0,0,0,1,1,0
1723,23053,"bỉm cực_kỳ mềm , bỉm ban_đêm bé , không tràn . mua lớn 1 kích_thước bé mặc thoải_mái không vết hằn . tiki đóng_gói , cẩn_thận , , tài_khoản tikinow mua 3 gói giao hàng phí cồng_kềnh , hơi ngờ_ngợ kì hài_lòng",0,1,0,1,-1,0
1724,23052,"gói hàng cẩn_thận , sản_phẩm hãng kì hài_lòng",0,0,0,0,1,1
1725,23051,sản_phẩm ok . đóng_gói cẩn_thận . thôg báo tặng 35cm gửi không hài_lòng tặng không đúng,0,-1,0,1,1,0
1726,23050,"tã mỏng nhẹ loại dáng , cân_nhắc loại bé thoải_mái kì hài_lòng",0,0,0,1,0,0
1727,23049,"thấm hút tốt , hơi dày 1 tí kì hài_lòng",0,0,0,1,0,0
1728,23048,"hàng tốt , giao hàng kì hài_lòng",0,0,0,1,1,0
1729,23047,đầu ngại thanh_toán zalopay định không mua bỉm chất_lượng tốt . mua sale giá rẻ 1 nửa . giao hàng đúng hẹn . hài_lòng kì hài_lòng,1,0,0,1,1,0
1730,23046,bé hợp bé 5kg lưng thun vẻ chật bụng bé vết hằn da . chất_lượng,0,0,-1,0,0,0
1731,23045,"bỉm thấm hút tốt , form , bé 2 5.5 kg mặc chật",0,0,0,1,0,0
1733,23043,trừ sản_phẩm tốt . mn mua kì hài_lòng,0,0,0,1,0,0
1736,23040,"tặng bịch tả bobby bệnh_viện dũ so_sánh mặt tả , cảm_giác không mềm_mại . bao_bì màu nhạt siêu_thị .",0,0,0,-1,0,0
1737,23039,hàng_nhập thái_lan chất_lượng thấm hút . giao hàng đóng_gói cẩn_thận phẩm_chất_lượng tốt,0,0,0,1,1,0
1738,23038,tiki giao hàng ghê trươcs dự_kiến 1 - 2 . đóng_gói cẩn_thận . bỉm hạn lận . mua giảm_giá giá chưa mua loại 56 miếng cửa_hàng 🤗 kì hài_lòng,1,0,1,0,1,0
1739,23037,"đóng_gói thận , giao hàng đúng lịch . chưa xài , 5 giao hàng nhiệt_tình . ổn ủng_hộ shop tiếp kì hài_lòng",0,0,0,0,1,0
1740,23036,hài_lòng tốt kì hài_lòng,0,0,0,0,0,0
1741,23035,"tả mềm , mỏng , bé mặc thoải_mái kì hài_lòng",0,0,0,1,0,0
1742,23034,"mua đúng dịp tiki giảm_giá thị_trường rẻ , tiki tặng địu bé . tiki giao hàng cực tối hôm hôm giao sản_phẩm phẩm tốt , giao hàng",1,1,0,0,1,0
1744,23032,đóng_gói cẩn_thận chưa cải_thiện cân,0,0,0,-1,1,0
1745,23031,combo 3 gói tã quần huggies dry . ko rách tí . giao vận_chuyển gọi báo khách_hàng không chờ_đợi ok . tiki chu_đáo cố_gắng phục_vụ khách_hàng tốt . ủng_hộ tiki . kì hài_lòng,0,1,1,0,1,0
1746,23030,"chất_lượng tốt , giá kèm khuyến_mãi hợp_lý , giao hàng hơi kì hài_lòng",1,0,0,1,-1,0
1748,23028,sản_phẩm oke hài_lòng . sp oke hài_lòng . sp oke hài_lòng .,0,0,0,0,0,0
1749,23027,"ok . hàng hãng , giao hàng kì hài_lòng",0,0,0,0,1,1
1752,23024,"tả quần bobby xxl chất_lượng , giá rẻ chất_lượng . shop ! kì hài_lòng",1,0,0,1,0,0
1754,23022,"giao hàng ok , giá_cả rẻ , ủng_hộ tiếp okokok kì hài_lòng",1,0,0,1,1,0
1755,23021,chất_lượng ổn .,0,0,0,1,0,0
1756,23020,sản_phẩm_chất_lượng kì hài_lòng,0,0,0,1,0,0
1757,23019,"đủ sản_phẩm tốt , giao",0,1,0,1,1,0
1758,23018,sữa thơm ngon . tiki hộp sữa thùng tiki hộp sữa không gói kỹ như . hàng hộp sữa nóng giao trưa . tiki vui_lòng gói sữa kỹ . kì hài_lòng,0,0,0,1,-1,0
1760,23016,"giao hàng , tã mỏng nhẹ , cảm_giác mỏng tã đợt , mùi trà xanh nhẹ ( không tã mùi trừ 1 )",0,0,0,-1,1,0
1761,23015,"tiki đóng_gói cẩn_thận , giao hàng , sản_phẩm bỉm mua thường_xuyên tiki ưng kì hài_lòng",0,0,0,1,1,0
1762,23014,sản_phẩm không tem cào dự thưởng pamper phẩm thiếu_phụ_kiện,0,-1,0,0,0,0
1763,23013,"đóng_gói cẩn_thận , sản_phẩm tốt giao hàng huggies",0,0,0,1,1,0
1765,23011,"tả thấm , thay tả liên_tục bé . ngủ đêm tràn",0,0,0,-1,0,0
1766,23010,"mua bỉm không kịp chạy siêu_thị bịch pamper tạm . pamper cũ bỉm cứng lắm thấm hút tốt ngang merries không cứng , pamper ra_mắt dòng dáng . sp tiền , mềm_mỏng , thấm hút ok . kích_thước bỉm hơi 1 chút . phẩm tốt",1,0,0,1,0,0
1767,23009,size thun mềm_mại không vết hằn da bé,0,0,0,1,0,0
1768,23008,sản_phẩm_giá tốt oki ! kì hài_lòng,1,0,0,1,0,0
1769,23007,tã mỏng mịn bé tè sờ bề mặc tã ẩm bé hăm,0,0,-1,1,0,0
1770,23006,"tả êm , giá hơi hihi , tiền phẩm_chất_lượng",-1,0,0,1,0,0
1771,23005,xài ok . giá rẻ giao tận kì hài_lòng,1,0,0,1,1,0
1772,23004,"nhân_viên giao hàng nhiệt đóng_gói cẩn_thận , giá",0,0,0,0,1,0
