,id,cmt,giá,dịch_vụ,an_toàn,chất_lượng,ship,other,chính_hãng
1494,16265,"sữa thơm ngon bé uống . shop đóng hàng cẩn_thận , giao hàng",0,0,0,1,1,0,0
1497,16262,tạm ảnh . sữa hạn 2022 . hộp không méo móp mẫu . đóng_gói hàng cẩn_thận . giao hàng,0,0,1,1,1,0,0
1498,16261,"mua 4 , shop nhiệt_tình . đóng_gói kĩ , hàng đúng chuẩn . giao hàng . 10 * shop 5 * chưa si nhê chất_lượng shop 👍",0,1,0,0,1,0,1
1501,16258,"giao hàng hn hp mất 1,5 . bọc cẩn_thận dày méo một chỗ không , méo shop ( vd bóc hàng ) . mua sữa mạng không rủi 5sao mong shop chú_ý khắc_phục",0,0,0,0,1,0,0
1502,16257,"shop cố_tình gửi bình móp , nắp bung , miếng bạc phồng , không hài_lòng tí , hình_như mua nhìu shop thờ_ơ như",0,-1,0,-1,-1,0,0
1503,16256,hàng hạn . chuẩn_😆,0,0,1,1,0,0,0
1504,16255,"oke đầu đuôi , ngon ngon < 3 shop lắm .",0,0,0,0,0,1,0
1505,16254,shop hàng .,0,0,0,0,0,1,0
1508,16251,"sữa kid úc , shop gói hàng cẩn_thận , mua",0,0,0,0,1,0,1
1510,16249,sữa chưa dứt dây nhựa trắng nắp nhựa . bụi đen lấm_tấm . giao hàng,0,0,-1,-1,1,1,0
1511,16248,"hàng chuẩn , hạn . mua tiếp .",0,0,1,0,0,0,1
1513,16246,"ship , shop nhiệt_tình lắm , giá sale cực rẻ ưng_ý",1,1,0,0,1,0,0
1515,16244,sản_phẩm_giá rẻ thị_trường . chưa hi_vọng chất_lượng oke,1,0,0,0,0,0,0
1516,16243,đóng_gói mua hàng shop ưng_ý hài_lòng,0,0,0,0,1,0,0
1517,16242,shop giá hợp_lý shop . đóng_gói cẩn_thận . ưng_ý,1,0,0,0,1,0,0
1518,16241,shop giao hàng đầy_đủ . đóng_gói hàng cẩn_thận .,0,0,0,0,1,0,0
1520,16239,"hàng giao , đóng_gói , hạn đúng",0,0,1,1,1,0,0
1521,16238,ok ủng_hộ shop tiếp,0,0,0,0,0,1,0
1522,16237,"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0,0
1523,16236,shop giao hàng . date đúng quảng_cáo ! mong vợt sale ủng_hộ shop ! 🤑,0,0,1,0,1,0,0
1524,16235,"kén sữa . mua shop , ship now .",0,0,0,0,1,0,0
1526,16233,"đóng_gói , giao hàng , quét mã_vạch không , chưa chưa chất_lượng như",0,0,0,0,1,0,-1
1528,16231,shop gói hàng siêu cẩn_thận giao hàng hihi,0,0,0,0,1,0,0
1529,16230,shop giao hàng . đúng mẫu ghi mua 1 bỉm tặng 1 quà không . bọc đóng_gói khăn ướt thìa dơ . ống bón thuốc thìa ăn dặm bé dính bẩn vụn màu cam . đồ of bé mất vệ_sinh .,0,-1,0,0,1,0,0
1530,16229,chưa nắp đóng_gói cẩn_thận,0,0,0,0,1,0,0
1531,16228,1 hộp móp không lỗi vận_chuyển móp . không ưng lắm mua shoppe chưa hàng móp shop 5 * . hi_vọng giao hàng cẩn_thận,0,-1,0,0,-1,0,0
1532,16227,"đóng_gói hàng cẩn_thận . giá tốt . mua nha , thx shop",1,0,0,0,1,0,0
1533,16226,sản_phẩm đóng_gói sản_phẩm giao hàng sản_phẩm_chất_lượng,0,0,0,1,1,0,0
1534,16225,"sữa ngon thơm béo , shop gói hàng cẩn_thận , giao hàng , giá_cả hợp_lí",1,0,0,1,1,0,0
1536,16223,"đóng_gói sản_phẩm , giao hàng",0,0,0,0,1,0,0
1537,16222,giao hàng . 2 hộp đều méo móp,0,0,0,0,1,0,0
1538,16221,"shop đóng_gói cẩn_thận nguyên thùng nguyên hộp , hạn tít tận 202 yên_tâm lắm",0,0,1,0,1,0,0
1540,16219,"shop giao hàng , đóng_gói sản_phẩm đẹp .",0,0,0,0,1,0,0
1541,16218,"sản_phẩm tốt nha , shop 5sao nha , sản_phẩm chưa chụp",0,0,0,1,0,0,0
1542,16217,hộp sữa móp méo mất . mấy mua như . chất_lượng sữa oke,0,0,0,1,-1,0,0
1544,16215,mua 3 mua nha .,0,0,0,0,0,1,0
1545,16214,sản_phẩm đóng_gói cẩn_thận không móp méo . mua shop 2 . giao hàng hôm hôm hàng,0,0,0,0,1,0,0
1546,16213,shop tận vĩnh phúc hàng như một gió . đóng_gói hộp cửa_hàng lịch_sự . mua hàng ưng_ý tn . hi_vọng hợp ủng_hộ shop,0,1,0,0,1,0,0
1549,16210,"sản_phẩm tốt , giá tốt , giao hàng , mua giá flash sale , shop , đóng_gói đẹp , hạn .",1,0,1,1,1,0,0
1550,16209,"đợt shop giao hàng , gói hàng kỹ , mua sale 841k",1,0,0,0,-1,0,0
1551,16208,giao bọc cẩn_thận,0,0,0,0,1,0,0
1552,16207,"so_sánh 2 loại mom lựa_chọn : 1 . yubest merries mỏng nhẹ , đai chun lưng dày ngăn phân lỏng tốt ( m ị 3 4 , 1 merries tràn ngược lưng , bẩn áo 2 . yubest thấm không như merries",0,0,0,0,0,1,0
1553,16206,hàng đóng_gói cẩn_thận . ủng_hộ dài_dài,0,0,0,0,1,0,0
1555,16204,giao hàng . đóng_gói cẩn_thận . thanks shop .,0,0,0,0,1,0,0
1557,16202,giao hàng . đóng_gói thủ_công,0,0,0,0,1,0,0
1558,16201,vỏ cắt r dập dính keo nến . kp sữa chất_lượng không in bìa kp sx hạn hoang_mang,0,0,-1,0,0,0,0
1559,16200,"hạt sữa to sữa mua hàng_xách hạt sữa to sữa mua hàng_xách , không chất_lượng tn",0,0,0,0,0,1,0
1561,16198,"đóng_gói chèn xốp cẩn_thận , hộp không móp méo . 4 to , 4 2019 . check mã_vạch hàng chuẩn . 2 mua sữa shop",0,0,0,0,1,0,1
1562,16197,"now ship hàng siêu , mua . n shop , sữa tốt hạn",0,0,1,1,1,0,0
1563,16196,"bọc cẩn_thận , giao đúng phân_loại , giao hàng , hài_lòng",0,0,0,0,1,0,0
1567,16192,"đợt tết mắc nhìu , mua dự_trữ tết mắc thoi mua chõi",-1,0,0,0,0,0,0
1568,16191,"hàng dính băng_keo , xấu a , mong shop đừng dán keo a",0,0,0,0,-1,0,0
1571,16188,"sữa tem nhãn phụ . mùi_vị như bột ngũ_cốc , đọc thành_phần bột đậu_nành",0,0,0,0,0,1,1
1572,16187,mua ưng_ý . canh sale mua rẻ . date yên_tâm . mua nha mẹ !,1,0,1,0,1,0,0
1573,16186,chờ kiểm_tra chất_lượng,0,0,0,0,0,1,0
1575,16184,chất_lượng tốt,0,0,0,1,0,0,0
1577,16182,sữa thơm ngon lắm nha . shop giao hàng siêu . ủng_hộ shop .,0,0,0,1,1,0,0
1578,16181,"sữa chất_lượng giao hàng đúng 4 , se ủng ho",0,0,0,1,1,1,0
1579,16180,"hàng đóng , giao hành sản_phẩm hãng , ủng_hộ shop 😁",0,0,0,0,1,0,1
1580,16179,sản_phẩm tốt giao hàng đóng_gói tốt mua hàng nha,0,0,0,1,1,0,0
1582,16177,"date , đóng_gói cẩn_thận , sản_phẩm tốt",0,0,1,1,1,0,0
1583,16176,"sữa móp hạn hơi , vận_chuyển",0,0,1,0,1,0,0
1587,16172,"giao hàng siêu . đóng_gói tốt , . ok lắm 😆",0,0,0,0,1,0,0
1588,16171,"sữa hạn , không móp méo . giao hàng đóng_gói cẩn_thận",0,0,1,0,1,0,0
1589,16170,"giao hàng , giá rẻ , sản_phẩm bóp_méo shop .",1,0,0,0,1,0,0
1593,16166,mua 2 giao hàng ok rẻ chất_lượng,1,0,0,1,1,0,0
1594,16165,shop phục_vụ tốt . giao hàng,0,1,0,0,1,0,0
1595,16164,mua n . bé uống . ủng_hộ shop dài_dài,0,0,0,1,0,1,0
1596,16163,tốt . hàng chuẩn hạn 2021 . vẩn ok . mua hàng . gói hàng hơi chậm nhưn giao .,0,0,1,1,1,0,0
1598,16161,"giao hàng , giá tốt . bé uống ok . mua shop 2",1,0,0,1,1,1,0
1600,16853,"đóng_gói cẩn_thận , sản_phẩm đúng như ! ủng_hộ",0,0,0,0,1,0,0
1601,16852,"đầu mua shop phân_vân giá sữa rẻ chỗ mua bọc hàng cẩn_thận hạn , sữa bóc ngửi mùi bột sữa yên_tâm . ủng_hộ 👍",1,0,1,0,0,0,0
1602,16851,hàng . chưa khui hàng . mua shop mấy làn shop 5 *,0,0,0,0,0,1,0
1604,16849,"đóng_gói cẩn_thận , chưa tốt lắm . đóng_gói cẩn_thận",0,0,0,0,-1,0,0
1606,16847,"giao hàng đóng_gói tạm , quấn túi_bóng chống sốc chèn xốp kiểu",0,0,0,0,1,0,0
1607,16846,"giao hàng , shop tư_vấn tận_tình , trả_lời khách_hàng !",0,1,0,0,1,0,0
1608,16845,shop đóng_gói chu_đáo . bé uống sữa cân ổn lắm .,0,0,0,0,1,0,0
1609,16844,đóng_gói cẩn_thận,0,0,0,0,1,0,0
1610,16843,"giao hàng nhanh_chóng , đóng_gói sản_phẩm cẩn_thận . hài_lòng giá_cả .",1,0,0,0,1,0,0
1611,16842,"giao hàng , chất_lượng ổn . shop",0,0,0,1,1,0,0
1614,16839,mua hàng shop . mua giá_cả vừa_phải . mong hàng shop hàng nguồn_gốc đảm_bảo chất_lượng,1,0,0,0,0,0,0
1617,16836,"đóng_gói cẩn_thận , giao hàng ok . chưa bé uống thử không hàng_xách mua không chưa chất_lượng .",0,0,0,0,1,0,0
1619,16834,sữa hạn 8 / 9 như shop . bọc hàng oke . giá rẻ,1,0,1,0,1,0,0
1623,16830,"hàng chất_lượng ,",0,0,0,1,0,0,0
1624,16829,mua . móp 1 ít hộp . hi_vọng vận_chuyển .,0,0,0,0,-1,0,0
1628,16825,giao hàng sản_phẩm .,0,0,0,0,1,0,0
1629,16824,chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp . giá_cả oke,1,0,0,1,1,0,0
1630,16823,"hàng , giao đóng_gói gọn hạn ,",0,0,1,1,1,0,0
1631,16822,đầu mua shop hàng đóng_gói cẩn_thận hạn . giả tốt siêu_thị . thanks,1,0,1,0,1,0,0
1632,16821,"mua shop , ủng_hộ shop",0,0,0,0,0,1,0
1633,16820,shop đóng_gói cẩn hàng phẩm hạn xa_tít_mù .,0,0,1,0,1,0,0
1634,16819,mua n shop . shop đóng_gói cẩn_thận,0,0,0,0,1,0,0
1635,16818,giao hàng . đúng sp . date 👍 🏻 giá tốt ủng_hộ shop lâu_dài 👍 🏻 👍 🏻 👍 🏻,1,0,1,0,1,0,0
1637,16816,sản_phẩm chuẩn . tốt . ủng_hộ tiếp . giao hàng,0,0,0,0,1,0,0
1638,16815,"vị ngon , uống . bé uống . hộp không móp . oke lắm",0,0,0,0,1,0,0
1639,16814,"mua 4 , shop nhiệt_tình . đóng_gói kĩ , hàng đúng chuẩn . giao hàng . 10 * shop 5 * chưa si nhê chất_lượng shop 👍",0,1,0,0,1,0,1
1641,16812,"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0,0
1642,16811,"giao hàng , 1 hộp tốt , ủng_hộ tiếp",0,0,0,1,1,0,0
1643,16810,chất_lượng sản_phẩm oke . đóng_gói . giao hàng .,0,0,0,1,1,0,0
1644,16809,"oke , đóng_gói kĩ chưa check code giá tốt mua thử 🙂",1,0,0,0,1,0,0
1645,16808,đóng_gói cẩn_thận ship nhanh_chóng ủng_hộ shop,0,0,0,0,1,0,0
1646,16807,1 lon . bé hợp_tác mìh mua tem mác chuẩn cty ollin yên_tâm nè . ủng_hộ shop 🥰,0,0,0,0,0,0,1
1649,16804,"mua 1 lon bé mua , shop đúng hàng , hạn .",0,0,1,0,0,0,1
1650,16803,"giao hàng , tem hãng công_ty nhập_khẩu . hình_ảnh tính_chất xu quảng_cáo shop 😁",0,0,0,0,1,0,1
1651,16802,mua_lẻ giá đắt mua thùng nhắn_tin shop tặng 1 hộp đi không tl 🙃,-1,-1,0,0,0,1,0
1652,16801,"hàng tem hãng , bột mịn , thơm . hình_dáng hộp không méo_mó . vừa_lòng !",0,0,0,1,1,0,1
1653,16800,shop gói cẩn_thận đáy hộp méo chút . hạn oke . mỗi_tội giao hàng hơi 11 / 1 hôm_nay,0,0,1,0,-1,0,0
1654,16799,sữa nắp xanh hạn hàng chưa ủng_hộ tiếp,0,0,1,0,1,0,0
1656,16797,"shop giao hàng , sản_phẩm , bao_bì , tem chống hàng giả dán nhãn tiếng việt rõ_ràng , ủng_hộ shop",0,0,1,0,1,0,1
1657,16796,sản_phẩm như mô_tả,0,0,0,0,0,1,0
1659,16794,"shop đóng_gói cẩn_thận , giao hàng , mua shop , tặng shop 5",0,0,0,0,1,0,0
1660,16793,"mua shop , giao hàng sữa hạn . sản_phẩm tuyệt_vời mua sale giá tốt .",1,0,1,1,1,0,0
1662,16791,"giao hàng , giá hợp_lý , không check code , mong chuẩn hãng",1,0,0,0,1,0,0
1663,16790,"mua đợt giảm_giá . chưa , oke ủng_hộ tiếp . giao hàng tạm ổn .",1,0,0,0,1,0,0
1664,16789,đóng_gói sản_phẩm . hạn . sữa mua .,0,0,1,0,1,0,0
1666,16787,giá rẻ chú_ý giao hàng móp sữa,1,0,0,0,-1,0,0
1668,16785,shop giao hàng . đóng_gói cẩn_thận . giao đúng sản_phẩm hộp móp 1 tí không ảnh_hưởng mấy,0,0,0,0,1,0,0
1671,16782,"chất_lượng sản_phẩm chưa shop đóng_gói cẩn_thận , tgian giao hàng hơi chút dịch_bệnh thông_cảm shop",0,0,0,0,1,1,0
1672,16781,"chất_lượng sản_phẩm tốt , đóng_gói sản_phẩm cẩn_thận .",0,0,0,1,1,0,0
1674,16779,"sản_phẩm đóng_gói cẩn_thận , khuyến_mãi giá ngợi . ủng_hộ shop lâu_dài .",1,0,0,0,1,0,0
1677,16776,"bé uống sữa nan nga lc sơ_sinh . mua chỗ siêu_thị đắt shop rẻ mua , đóng_gói cẩn , chất_lượng sản_phẩm shop thui cũbg chả uống oki mua ủng_hộ shop tiếp",1,0,0,0,1,0,0
1679,16774,hàng oke ức không hình,0,0,0,1,0,1,0
1681,16772,sp oke giao hàng hài_lòng sản hiệu_quả .,0,0,0,1,1,0,0
1682,16771,giao hàng . shop đóng_gói cẩn_thận . mua tặng quà,0,1,0,0,1,0,0
1683,16770,hộp sữa móp méo mặc_dù thùng nguyên chèn xốp,0,0,0,0,-1,0,0
1684,16769,săn giá sale hài_lòng shop 5 🌟,1,0,0,0,0,0,0
1686,16767,hộp móp 1 chút,0,0,0,0,-1,1,0
1688,16765,chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp xinh .,0,0,0,1,1,0,0
1689,16764,hàng okay dịch_vụ shop . không rõ_ràng .,0,-1,0,1,0,0,0
1690,16763,"đầu mua shop kiểu hộp nan nga mua . date , shop gửi ship đóng_gói cẩn_thận không móp méo . ổn mua ủng_hộ shop tiếp 🥰",0,0,1,1,1,0,0
1693,16760,"giao hàng , đóng_gói cẩn_thận , ủng_hộ dài_dài 🌹",0,0,0,0,1,0,0
1694,16759,"bọc hàng cẩn_thận giao hàng siêu shop không hề nt thông_báo , chất_lượng oke mua",0,-1,0,0,-1,0,0
1695,16758,"giao hàng , đóng_gói sản_phẩm cẩn_thận . ủng_hộ shop",0,0,0,0,1,0,0
1696,16757,chất_lượng,0,0,0,1,0,1,0
1697,16756,giao hàng phẩm_chất_lượng giá hài_lòng .,1,0,0,1,1,0,0
1698,16755,"đóng_gói kĩ , giao hàng , chất_lượng tốt , giá_thành rẻ ❤ ️ ❤ ️ ❤ ️",1,0,0,1,1,0,0
1699,16754,đủ hàng . 3 hộp móp 1 . mong hàng không móp 1 tạm chấp_nhận,0,0,0,0,-1,0,0
1700,16753,lon hơi mã sp . chưa khui lon chưa chất_lượng,0,0,0,0,-1,0,1
1701,16752,"shop giao hàng , hôm_nay mai . gói hàng cẩn_thận , mẫu_mã hộp mua . hi_vọng chất_lượng tốt",0,0,0,0,1,0,0
1702,16751,"hàng , đóng_gói đẹp , sữa hạn",0,0,1,0,1,0,0
1703,16750,đóng_gói kĩ không bóp_méo . date 12 . mỗi_tội giao hàng hơi xíu . chờ mòn_mỏi,0,0,1,1,-1,0,0
1704,16749,mua 3 . hãng . giá rẻ . ủng_hộ dài_dài ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,1,0,0,0,0,0,1
1706,16747,shop phục_vụ nhiệt_tình mua đợt sale giao hàng 1 4 híc,1,1,0,0,-1,0,0
1708,16745,"mua n , ưng gắn_bó lâu_dài",0,0,0,0,0,1,0
1709,16744,yên_tâm mua đúng hãng . đủ 9 vị . vị bé . sữa chi_phí vận_chuyển hơi .,0,0,0,0,-1,0,1
1711,16742,hài_lòng !,0,0,0,0,0,1,0
1712,16741,bỉm giao . hàng quà tặng đúng chuẩn .,0,1,0,0,1,0,0
1713,16740,"tạm 1 * sữa khui ẩm , bé uống tiêu_chảy , đợi shop phản_hồi",0,0,-1,-1,0,0,0
1714,16739,"sữa sale hợp_lí , mã shop oke giao hàng nowfood ủng_hộ đợt sale tiếp",1,0,0,0,1,0,0
1715,16738,hàng . bé hợp_tác . ủng_hộ mal lâu_dài . mal,0,0,0,1,0,1,0
1716,16737,chưa mua sữa quà vui . chúc shop buôn_bán đắt hàng .,0,1,0,0,0,0,0
1718,16735,đủ sữa shop . shop trả_lời nhắn nhiệt_tình lắm ! chưa thử không hợp_tác không . shop,0,1,0,0,1,0,0
1719,16734,"hàng , hài_lòng đóng_gói chất_lượng sản_phẩm . shop nha",0,0,0,1,1,0,0
1721,16732,hàng ok ung hộ shop,0,0,0,1,0,1,0
1722,16731,"video klq , giao hàng gói sản_phẩm , mua shop yên_tâm",0,0,0,0,1,0,0
1723,16730,"ok hạn sx 5 / 2020 , vỏ ghi made in korea ? uống mua tiệm",0,0,1,0,0,0,0
1724,16729,"shop giao hàng , đóng_gói cẩn_thận , ship nhiệt_tình ủng_hộ",0,1,0,0,1,0,0
1725,16728,shop phục_vụ ! mùa mưa_lũ phục_vụ tốt ! chúc shop đắt hàng !,0,1,0,0,0,0,0
1726,16727,giao hàng . chất_lượng chưa chưa như . giá rẻ mua quán . mua 5 hộp 1 hộp móp . sản_phẩm tốt ủng_hộ shop .,1,0,0,0,1,0,0
1727,16726,"hàng chuẩn hạn shop đóng_gói cẩn_thận , chống shock lớp",0,0,1,0,1,0,1
1728,16725,shop bọc hàng_mã đều . . ủng_hộ shop . : ),0,0,0,0,1,0,1
1729,16724,"sữa vị , ngon . bé uống lắm . date xa_tít . yên_tâm mua hàng shop .",0,0,1,1,0,0,0
1730,16723,tuyệt_vời . chất lương . bọc hàng cẩn_thận,0,0,0,1,1,0,0
1731,16722,ôi mã shop ngon,0,0,0,0,0,1,0
1732,16721,"giá sữa như giá xăng , haizzz , chậm chậm , canh hoài chẳng . giao hàng chậm .",-1,0,0,0,-1,0,0
1736,16717,"shop hàng , giao hàng đúng kích_thước mùi bỉm mùi mua",0,0,0,-1,1,0,0
1737,16716,"3 mua sữa shop , 2th mua chục hộp , trộm_vía bé hợp_tác tốt 3 trừ 4 hộp 😂 😂 😂 . dự trung_thành shop dài_dài 😍",0,0,0,0,0,1,0
1740,16713,chất_lượng sản_phẩm tuyệt_vời . date . giá tốt,1,0,1,1,0,0,0
1741,16712,mua 3 . bàn . ủng_hộ dài_dài lắm,0,0,0,0,0,1,0
1742,16711,hàng tem đầy_đủ . chất_lượng chưa kiểm_chứng chua . shop giao hàng . ủng_hộ tiếp bé . tks shop !,0,0,0,0,1,0,1
1743,16710,đóng_gói cẩn_thận . mua đúng sale mua giá tốt 833 . hy_vọng chất_lượng tốt,1,0,0,0,1,0,0
1744,16709,giao hàng gói cẩn_thận,0,0,0,0,1,0,0
1745,16708,"shop nhiệt_tình , sản_phẩm tốt , tặng shop 5 , blabla bla bla bla bla",0,1,0,1,0,0,0
1746,16707,chất_lượng sản_phẩm tuyệt gói sản_phẩm,0,0,0,1,1,0,0
1747,16706,hàng tốt,0,0,0,1,0,1,0
1749,16704,"tiết_kiệm mua hộp sắt . giá hợp_lí , chất_lượng sữa tốt . mua",1,0,0,1,0,0,0
1750,16703,"đóng_hộp sữa cẩn_thận , giao hàng hình không , nha_trang",0,0,0,0,1,0,0
1754,16699,"yên_tâm chất_lượng hii , bọc gói sản_phẩm , giao hàng , thaks",0,0,0,1,1,0,0
1755,16698,"mua shop , giao hàng . giá tốt . ủng_hộ",1,0,0,0,1,0,0
1757,16696,"hình_ảnh video tính_chất xu , shop giao hàng , giá_thành hợp_lý , hạn 202",1,0,1,0,1,0,0
1758,16695,shop giao hàng hơi chậm chút sale 9 / 9 . hàng đóng_gói cẩn_thận . hạn 202,0,0,1,0,-1,0,0
1759,16694,"shop giao hàng khủng_khiếp , tối giao , mua giá oke hộp , ủng_hộ shop",1,0,0,0,1,0,0
1760,16693,giao hàng sữa . ưng .,0,0,1,0,1,0,0
1761,16692,giao hàng . đóng_gói cẩn_thận . hàng . đóng_gói cẩn_thận . shop,0,0,0,0,1,0,0
1762,16691,bịch sữa to_đùng uống ngon lắm 😍,0,0,0,1,0,0,0
1763,16690,"đợt withmom cty trợ_giá khách_hàng 150k giá cực mềm dòng sữa oke . bé 60 lon sữa tem hạn màu lon sữa lon sữa tơi mịn , lon sữa bột bám bám í , không đc .",1,0,0,1,0,0,0
1764,16689,đóng hàng cẩn_thận lớp . 1 - 2 hộp hơi méo 1 chút . giá rẻ 1 chút mua,1,0,0,0,-1,0,0
1766,16687,"đóng_gói cẩn_thận hộp hơi móp , mua 2 shop 5",0,0,0,0,1,0,0
1768,16685,"mua shop 2 , yên_tâm chất_lượng , uống loại hợp .",0,0,0,1,0,0,0
1770,16683,"shop đóng cẩn_thận lắm . date , mua",0,0,1,0,1,0,0
1772,16681,"bé uống sữa hợp . ăn_khỏe , ngủ tốt . không cân không da thịt . mua 2",0,0,0,1,0,1,0
1773,16680,"mua hàng shop , chất_lượng sản_phẩm tốt , shop đóng_gói cẩn_thận",0,0,0,1,1,0,0
1774,16679,"hàng chuẩn , hạn , shop uy_tín",0,0,1,0,0,0,1
1776,16677,"giao hàng nhanh_chóng , đóng_gói cẩn_thận , ủng_hộ shop",0,0,0,0,1,0,0
1779,16157,chất_lượng sản_phẩm tuyệt_vời . giao đúng hàng . đóng_gói cẩn_thận,0,0,0,1,1,0,0
1784,16152,"sản_phẩm như shop đăng , hạn , tiền , giao hàng",0,0,1,0,1,0,0
1785,16151,giao đủ bỉm giao siêu mua shop không tặng tất hơi bùn 😟,0,-1,0,0,1,0,0
1787,16149,xu . mua n kẻ . ủng_hộ,0,0,0,0,0,1,0
1788,16148,giao bỉm . chất_lượng tuyệt_vời . ủng_hộ lâu_dài .,0,0,0,1,1,0,0
1790,16146,sữa hàng chuẩn giao hàng ưng ạa,0,0,0,0,1,0,1
1791,16145,"date sữa , uống mùi thơm , ngậy , kiểm_tra mã_vạch chuẩn . lựa_chọn đúng , săn giá chất_lượng ok . ủng_hộ shop",1,0,1,1,0,0,1
1794,16142,"hàng y hình , sữa hạn hạn_dùng 2022 , shop đóng_gói hàng cẩn_thận ,",0,0,1,0,1,0,0
1795,16141,shop giao hàng gói hàng cẩn thậnh shop giao hàng gói hàng cẩn thậnhs,0,0,0,0,1,0,0
1798,16138,shop đóng_gói cẩn_thận . chưa chưa chất_lượng . hi_vọng bé hợp_tác,0,0,0,0,1,0,0
1799,16137,"đóng_gói cẩn_thận , giao hàng , sản_phẩm bắt_mắt . thử",0,0,0,0,1,0,0
1800,16136,"shop giao hàng siêu , bé hợp . ủng_hộ shop .",0,0,0,0,1,0,0
1801,16135,mây zing gút chóp . hẹn tiếp ủng_hộ mua tkank_kiu,0,0,0,0,0,1,0
1802,16134,"mua giá tốt 12 / 12 sữa tốt , uống",1,0,0,1,0,0,0
1804,16132,"không nắp xanh , giao",0,-1,0,0,1,0,0
1805,16131,"hàng chuẩn , giá tốt ! 5 !",1,0,0,0,0,0,1
1806,16130,giao hàng siêu mua shop hài_lòng yên_tâm,0,0,0,0,1,0,0
1807,16129,đóng hàng cận thận,0,0,0,0,1,0,0
1808,16128,"sản_phẩm_chất_lượng tuyệt_vời , đóng_gói sản_phẩm kỹ , đẹp , shop phục_vụ tốt , giao hàng",0,1,0,1,1,0,0
1809,16127,"chất_lượng sản_phẩm tuyệt_vời , giao hàng .",0,0,0,1,1,0,0
1811,16125,ship chậm . hàng tốt,0,0,0,1,-1,0,0
1812,16124,sản_phẩm ổn shop a . mong shop miễn_phí ship,0,0,0,1,1,1,0
1813,16123,sữa tốt đóng_gói cẩn_thận,0,0,0,1,1,0,0
1816,16120,"mua 3 . shop giao hàng , đóng_gói cẩn_thận .",0,0,0,0,1,0,0
1817,16119,"chất_lượng sản_phẩm tốt , giao hàng , ủng_hộ shop ❤ ️ ❤ ️ ❤ ️",0,0,0,1,1,0,0
1819,16117,"xịn , ủng_hộ tiếp",0,0,0,0,0,1,0
1821,16115,shop giao hàng sản_phẩm_chất_lượng . ủng_hộ shop,0,0,0,1,1,0,0
1823,16113,"giao hàng , đóng_gói cẩn_thận . sữa data . mua hàng shop yên_tâm",0,0,0,1,1,0,0
1824,16112,"đóng hàng cẩn_thận , . sữa hạn đóng hàng cẩn_thận , . sữa hạn",0,0,1,0,1,0,0
1825,16111,"giao hàng , ban_đầu mùi hơi nồng bé vẻ không , 1 - 2 hôm quen uống .",0,0,0,-1,1,0,0
1827,16109,"mặc_dù lon sữa hơi móp méo , shop tư_vấn nhiệt_tình trừ hàng chất_lượng 5 : )",0,1,0,1,-1,0,0
1828,16108,"giao hàng , đóng_gói cẩn_thận , chất_lượng sản_phẩm ổn , hộp hơi móp 1 xíu oke",0,1,0,1,1,0,0
1829,16107,shop giao hàng gói cẩn chuẩn,0,0,0,0,1,0,1
1833,16103,đóng_gói đẹp,0,0,0,0,1,0,0
1836,16100,giao hàng . đủ hàng sản_phẩm tốt ưng . ủng_hộ,0,0,0,1,1,0,0
1839,16097,shop giao hàng thơm ngon bé đầu loại trộm_vía hợp_tác . shop đóng_gói cẩn_thận chèn xốp không móp méo .,0,0,0,1,1,0,0
1840,16096,"hàng nắp xanh , hạn 2022 , đóng_gói cẩn_thận , giao hàng , 1 m mua 5 hộp",0,0,1,0,1,0,1
1841,16095,"giao hàng . sữa check mã_vạch , giá sale rẻ .",1,0,0,0,1,0,1
1843,16093,"mua , shop đóng_gói cẩn_thận đẹp , check code oke",0,1,0,0,1,0,1
1844,16092,giao hàng . đóng_gói cẩm thận .,0,0,0,0,1,0,0
1847,16089,"sản_phẩm tốt , mùi_vị bé uống , đóng_gói sản_phẩm",0,0,0,1,1,0,0
1849,16087,giá rẻ chỗ,1,0,0,0,0,0,0
1850,16051,"sản_phẩm đẹp , chất_lượng oke giá_cả ủng_hộ shop",1,0,0,1,0,0,0
1851,16050,đủ hàng shop nha . đứa 1 vị . cu nghiện vị chuối . 😁,0,0,0,0,0,1,0
1853,16048,"giao hàng , sữa chuẩn . hy_vọng uy_tín ủng_hộ đai .",0,0,0,0,1,0,1
1854,16047,"sản_phẩm sữa chất_lượng tốt , chưa kiểm_tra códe sản_phẩm chưa phản_hồi . sữa ngon_ngọt nhẹ",0,0,0,1,0,0,0
1858,16043,"giao hàng cực , shop đóng_gói bọc hàng kỹ , .",0,0,0,0,1,0,0
