,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
1740,17011,điện_thoại fullbox nguyên seal . giá tốt . ủng_hộ shop,1,0,0,0,1,0,0,0,0
1741,17010,"máy đẹp , trầy nhẹ cổng sạc , không máy",0,0,0,0,0,0,0,0,-1
1742,17009,sp nguyên hộp . đóng_gói . hàng oke .,0,0,1,0,1,0,0,0,0
1743,17008,"sản_phẩm ok , tội loa hơi , max volume , không chói , không rè . loa thoại rung , rè . mua rè . shop chu_đáo , gửi hàng chụp ảnh gửi",0,1,0,0,0,-1,0,0,0
1744,17007,chất_lượng sản_phẩm tuyệt_vời,0,0,0,0,0,0,0,1,0
1745,17006,giao hàng máy đẹp quá_sức tưởng tưởng chưa kích_hoạt ful box,0,0,1,0,0,0,0,0,1
1746,17005,"giao hàng . gói hàng kỹ . . , . shop .",0,0,1,0,0,0,0,0,0
1747,17004,"hàng , , dự_kiến 2 . hoan_hô shop vận_chuyển . hàng đẹp long_lanh , hãng dgw. shop ốp lưng kính cường_lực giá 0 đồng . giá mềm , hàng chất_lượng khuyến_mãi , vui .",1,0,1,0,1,0,1,0,1
1748,17003,"mặt đỉnh máy vết xước sâu , camera xước dăm . test camera ảnh chất_lượng tốt . vệ_sinh kiểu máy oke , vết xước mờ . máy áp_suất lau_chùi không lo_sợ , hoạt_động mượt_mà . ổn tầm giá .",1,0,0,1,0,1,0,0,-1
1749,17002,"shop dễ_thương . nhiệt_tình , nhân_viên vui_vẻ thân_thiện , giao hàng đúng như quảng_cáo , chất_lượng tốt , giá hợp_lý , anh_chị_em mua hàng shop ... . 5 shop dễ_thương . nhiệt_tình , nhân_viên vui_vẻ thân_thiện , giao hàng đúng như quảng_cáo , chất_lượng tốt , giá hợp_lý , anh_chị_em n shop ,",1,1,0,0,0,0,0,0,0
1750,17001,"điện_thoại không gõ tiếng việt , không sim . sim mạng không , không gửi nhắn",0,0,0,0,0,-1,0,0,0
1751,17000,"máy_đẹp , pin hơi yếu",0,0,0,0,0,-1,0,0,1
1752,16999,"máy đẹp , hình_thức sang_trọng , chức_năng hoàn_thiện , test sản_phẩm không lỗi , đồng_tiền bát gạo , shop uy_tín giao hàng đúng như quảng_cáo , nhân_viên shop nhiệt_tình , vui_vẻ tâm khách_hàng , chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop",1,1,0,0,0,1,0,0,1
1753,16998,"😜 😜 hàng . máy đẹp . chức_năng hoạt_động tốt . máy tầm 99 % , phụ_kiện đầy_đủ . giao hàng . máy đúng như quảng_cáo . nhân_viên nhiệt_tình . shop chu_đáo thân_thiện . hài_lòng . tặng shop 5 . chúc shop phát_đạt .",0,1,1,0,0,1,1,0,1
1755,16996,sạc 2 sạc hỏng . sạc lởm_vậy,0,0,0,0,0,0,-1,0,0
1756,16995,máy ok . mua giá sale rẻ . shop nhiệt_tình .,1,1,0,0,0,0,0,0,0
1758,16993,điện_thoại đúng màu đúng mẫu . oke cảm on shop,0,1,0,0,0,0,0,0,0
1759,16992,hàng giá tiền ổn hơi cũ xíu sạc pin,1,0,0,0,0,1,1,0,-1
1760,16991,"shop giao đúng hàng , shop đóng_gói cẩn_thận , hàng nguyên tem khui niêm_phong 2 , xé 1 hộp , chưa hài_lòng lắm hộp xé rách , kiểm_tra hàng .",0,-1,1,0,-1,0,0,0,0
1761,16990,máy hộp cũ chưa ntn cố_gắng ủng_hộ shop,0,0,0,0,0,0,0,1,0
1763,16988,"hàng ngon . đều ổn_định . mua hàng shop mấy đơn chưa thất_vọng . máy chạy ổn_định . shop uy_tín . yên_tâm đặt_hàng shop . nhiệt_tình , trả_lời nhắn . ok",0,1,0,1,0,0,0,0,0
1764,16987,"máy ful box đầy_đủ phụ_kiện như shop mô_tả , chất_lượng máy đúng như quảng_cáo , , shop phục_vụ ân_cần vui_vẻ tâm khách_hàng , giá_cả hợp_lý , giới_thiệu shop người_thân bạn_bè ủng_hộ shop shop 5 .",1,1,0,0,0,0,1,0,0
1766,16985,"shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý , chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý , 5 .",1,1,1,0,0,0,0,0,0
1767,16984,shop đóng_gói . 450k đầy_đủ vãi . máy đẹp . mỗi_tội android 4.4 không cục gạch,1,0,1,0,0,0,0,0,1
1768,16983,máy báo ram 6gp chạy đẹp,0,0,0,-1,0,0,0,0,1
1769,16982,"video không , điện_thoại mua tặng , không không chất_lượng . hàng đập_hộp",0,0,0,0,0,0,0,1,0
1770,16981,chủ shop nhiệt_tình,0,1,0,0,0,0,0,0,0
1771,16980,pin tụt,0,0,0,0,0,-1,0,0,0
1772,16979,ngon bổ rẻ,0,0,0,0,0,0,0,1,0
1773,16978,"hàng nguyên seal , ngon . đóng_gói cẩn_thận giao hàng , 1 máy tốt không lỗi , shop cài rom tiếng việt ok . shop làm_ăn uy_tín mua máy shop !",0,1,1,0,1,0,0,0,0
1774,16977,"be 3 hỏng khay sim tháo ốp lưng sim , ghét cảnh cạy ốp lưng",0,0,0,0,0,-1,0,0,0
1775,16976,màu xanh shop giao màu trắng tạm ổn .,0,-1,0,0,0,0,0,0,0
1776,16975,"máy đẹp . ngoại_hình không , màn_hình không xước đươc . máy ưng_ý .",0,0,0,0,0,0,0,0,1
1777,16974,máy ngon chiến game nha_ae,0,0,0,1,0,0,0,0,0
1778,16973,"shop uy_tín lắm nha anh_em , giao hàng đúng hẹn , sản_phẩm chất_lượng đúng như quảng_cáo , test ứng_dụng hoạt_động tốt , pin hình cảm_ứng nhạy , màu_sắc rực_rỡ , giá_cả hợp_lý , hài_lòng , anh_em mua hàng shop ,",1,1,1,1,0,1,0,0,0
1779,16972,"máy ful box đầy_đủ phụ_kiện , máy đẹp cảm_ứng mượt , chụp hình sắt nét , nhân_viên shop nhiệt_tình , vui_vẻ tận_tâm giao hàng đúng chất_lượng hài_lòng , shop",0,1,1,0,0,1,1,0,1
1780,16971,chủ shop vui_tính_chất_lượng,0,1,0,0,0,0,0,0,0
1782,16969,"sản_phẩm tốt mong_đợi , hình_thức ổn hơi trầy cạnh chút , ram 3gb chip 801 chạy mượt , liên_quân mượt . fre fire ổn . tầm giá tuyệt",1,0,0,1,0,0,0,0,-1
1783,16968,tốt,0,0,0,0,0,0,0,1,0
1784,16967,"hàng đúng số_lượng chất_lượng như , bao_bì đóng_gói cẩn_thận , oke .",0,0,1,0,0,0,0,0,0
1785,16966,shop nhiệt_tình chu_đáo . máy lỗi cảm_ứng tư_vấn đổi máy vòng 3 . máy y_như đồ đc tặng kèm cover ipad . ko 6 * 5 * .,0,1,0,0,0,0,1,0,1
1786,16965,"hàng đóng_gói cẩn_thận , giao hàng hơi",0,0,-1,0,0,0,0,0,0
1788,16963,sản_phẩm tốt shop hướng_dẫn giá không đòi_hỏi . . giao hàng shop,1,1,1,0,0,0,0,0,0
1789,16962,giao hàng phục_vụ tốt . se ủng_hộ . chụp thử,0,1,1,0,0,0,0,0,0
1790,16961,"chủ shop nhiệt_tình tư_vấn khách_hàng . hàng đóng_gói cẩn_thận . máy ipad đẹp như , chạy pin ổn . cám_ơn shop",0,1,1,1,0,1,0,0,1
1791,16960,"giao hàng cực , đóng_gói cẩn_thận , không kích_hoạt bảo_hành như , phiền shop hướng_dẫn",0,0,1,0,0,0,0,0,0
1792,16959,hơi tiếc không tai_nghe,0,0,0,0,0,0,-1,0,0
1793,16958,pin hơi yếu,0,0,0,0,0,-1,0,0,0
1795,16956,"sản_phẩm tốt đội_ngũ kỹ_thuật nhiệt_tình cài rom máy , chúc shop buôn may đắt !",0,1,0,0,0,0,0,0,0
1796,16955,hàng đúng như mô tặng ốp cường_lực,0,0,0,0,0,0,-1,0,0
1797,16954,ship . giá rẻ . mua .,1,0,1,0,0,0,0,0,0
1799,16952,máy_đẹp ổn_định tốt tầm giá,1,0,0,0,0,0,0,0,1
1800,16951,ngoại_hình đẹp 99.9 % . màn đẹp . kích_hoạt bảo_hành pin 95 % . áp nhẩy yếu không lắm . pin chưa ổn_định . hôm ổn . 2 tuần . gút chóp,0,0,0,0,0,1,0,0,1
1801,16950,"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,1,0,0,1
1802,16949,"điện_thoại đẹp , cạnh viền , cam cực_kỳ nét , pin trâu gọi zalo tối chưa pin , đồng , mua giá 3790k , mua samsung bền tàu khựa mau hư , 10",1,0,0,0,0,1,0,0,1
1803,16948,ngon . 5 không,0,0,0,0,0,0,0,1,0
1804,16947,máy_oke pin 80 %,0,0,0,0,0,-1,0,0,0
1806,16945,"shop giao hàng đúng hẹn , máy đẹp màu_sắc rực_rỡ màn_hình đẹp , âm_thanh , cấu_hình mạnh_mẽ wifi ổn mạng game lướt web phim đều mượt , camera sắt nét chụp ảnh cực đẹp , giá_cả hợp_lý tầm , hài_lòng lắm shop , anh_em an_tâm sản_phẩm shop ,",1,0,1,1,0,1,0,0,1
1810,16941,"máy đẹp shop chu_đáo nhiệt_tình , ủng_hộ shop dài_dài . chúc shop thành_công",0,1,0,0,0,0,0,0,1
1811,16940,ổn,0,0,0,0,0,0,0,1,0
1812,16939,"chất_lượng sản_phẩm tốt , shop phục nhiệt_tình , giao hàng nhanh_chóng !",0,1,1,0,0,0,0,0,0
1813,16938,"máy_đẹp , chạy êm",0,0,0,1,0,0,0,0,1
1814,16937,", máy đẹp , chức_năng hoàn_thiện màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , shop 5",1,1,1,0,0,1,0,0,1
1816,16935,hàng đẹp oke,0,0,0,0,0,0,0,0,1
1817,16934,"shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý , chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý , 5 .",1,1,1,0,0,0,0,0,0
1819,16932,"điện_thoại zin nguyên , bao_bọc cẩn_thận , chất_lượng tốt , hình_ảnh đẹp hợp_lý , . nhân_viên tư_vấn nhiệt_tình . vui_vẻ chuyên_nghiệp , hài_lòng . bình_chọn 5 shop .",1,1,1,0,1,0,0,0,1
1820,16931,phân_vân lắm đặt_hàng hài hình_như . pin oke . ổn_định . chờ tiếp,0,0,0,0,0,1,0,0,1
1821,16930,"máy_đẹp , shop tư_vấn nhiệt_tình hướng_dẫn tận_tâm ! ốp đẹp , không gấp dựng máy đứng ksao đẹp đc ! ❤ ️",0,1,0,0,0,0,1,0,1
1822,16929,"sản_phẩm , hộp đựng 1 chỗ méo , may máy oke , màu trắng đẹp , đợi shop up rom tiếng việt",0,0,-1,0,0,0,0,0,1
1824,16927,ngoại_hình đẹp . pin chưa tn 1 ms đc . ns 5,0,0,0,0,0,0,0,0,1
1825,16926,"sản_phẩm tốt ! nhắn_tin shop trả_lời , điện_thoại giá sinh_viên như ! máy gọn tiện_lợi . 5 nhó",0,1,0,0,0,0,0,0,1
1827,16924,chất luợng đúng như quảng_cáo . máy ok . giá rẻ . tốt trog tầm giá . mua . giao hàng . shop uy tình .,1,1,1,0,0,0,0,0,0
1828,16923,máy hình_thức ổn . cấu_hình ổn tầm giá . giao hàng nhiệt_tình .,0,0,1,0,0,1,0,0,1
1829,16922,mua 2 . giá_thành tốt . sp ổn .,1,0,0,0,0,0,0,0,0
1830,16921,hàng new niêm_phong mua đi đừng ngại lớn_tuổi,0,0,0,0,1,0,0,0,0
1832,16919,sản_phẩm ổn uprom tiếng việt hơi,0,0,0,0,0,0,0,1,0
1833,16918,"hàng ngon . đều ổn_định . mua hàng shop mấy đơn chưa thất_vọng . máy chạy ổn_định . shop uy_tín . yên_tâm đặt_hàng shop . nhiệt_tình , trả_lời nhắn . giao hàng ít nhiệt_tình ,",0,1,-1,0,0,0,0,0,0
1835,16916,"đúng chuẩn , shop giao hàng đúng quảng_cáo , chất_lượng tốt , test ứng_dụng chạy mượt lắm , pin trâu_bò , cảm_ứng lướt êm hình sắt nét , shop nhiệt_tình , tận_tâm khách_hàng chế_độ hậu_mãi rõ_ràng , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,1,0,1,0,0,0
1836,16915,hàng . xài thử oke . bữa . chưa ý_kiến,0,0,0,0,0,0,0,1,0
1838,16913,ngoại_hình đẹp như . đứng màn_hình r máy khởi_động . buồn,0,0,0,-1,0,0,0,0,1
1839,16912,"shop giao hàng nhanh_chóng , máy đẹp , ứng_dụng hoạt_động tốt , màu_sắc rực_rỡ , chụp ảnh đẹp , âm_thanh chuẩn , pin trâu_bò , yên_tâm , chất_lượng đúng như quảng_cáo , shop nhiệt_tình chuyên_nghiệp , chế_độ hậu_mãi ro ràng , an_tâm mua sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
1841,16910,"sản_phẩm tốt , máy đẹp . shop .",0,0,0,0,0,0,0,0,1
1842,16909,máy đẹp ful phụ_kiện chủ shop tư_vấn nhiệt_tình cực tâm_lý . mãi iu shop a ~,0,1,0,0,0,0,1,0,1
1843,16908,mua sản_phẩm . shop giao hàng . đóng_gói cẩn_thận . shop hổ trợ nhiệt_tình . tặng kèm miến dán màn_hình kèm ốp lưng . ủng_hộ shop .,0,1,1,0,0,0,1,0,0
1844,16907,"máy_ok , giao hàng",0,0,1,0,0,0,0,0,0
1845,16906,"hoàn_hảo , sản_phẩm_chất_lượng tốt , ứng_dụng oke , màn_hình cảm_ứng nhạy màu_sắc_đẹp , camera chụp hình sắc nét , mạng lướt web , game ổn_định , hài_lòng vừa_ý lắm , shop giao hàng sản_phẩm đúng quảng_cáo , nhân_viên tư_vấn nhiệt_tình , vui_vẻ",0,1,1,1,0,1,0,0,0
1846,16905,ok . gói hàng cẩn_thận chút nha .,0,0,-1,0,0,0,0,0,0
1847,16904,"đẹp ưng . chất_lượng , độ bền time .",0,0,0,0,0,0,0,0,1
1848,16903,"một tuần máy mượt sạc pin pin , 3tr ngon .",0,0,0,1,0,-1,0,0,0
1849,16902,hàng_oke,0,0,0,0,0,0,0,1,0
1850,16795,hàng giao chậm,0,0,-1,0,0,0,0,0,0
1851,16794,"máy đẹp shop , test ứng_dụng hoạt_động tốt , màn_hình đẹp màu_sắc rực_rỡ , camera chụp hình không chê , mạng lướt web phim oke , shop giao hàng uy_tín đúng như quảng_cáo , hài_lòng vừa_ý ,",0,0,1,1,0,1,0,0,1
1852,16793,"máy hàng , android 9 , chạy android gốc ổn , hơi lag nhẹ 1 tác vụ game mượt",0,0,0,-1,0,0,0,0,0
1853,16792,"đúng như mong_đợi , chất_lượng sản_phẩm tốt , hài_lòng test chức_năng , ổn_định , màn_hình cảm_ứng nhạy , màu_sắc_đẹp , pin trâu_bò anh_em , camera chụp hình đẹp tuyệt_vời , vừa_ý lắm , nhân_viên shop tận_tâm khách_hàng , shop uy_tín shopee ,",0,1,0,0,0,1,0,0,1
1854,16791,"hàng đẹp , máy bền , mua . tks shop !",0,0,0,0,0,0,0,0,1
1855,16790,"màn 120hz cộng chip 990 1 món hời samfan . tuyệt_vời . trả_góp 0 % "" đúng nghĩa "" thẻ td .",0,0,0,0,0,1,0,0,0
1856,16789,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
1857,16788,"đẹp , máy đúng zin hãng , test chức_năng hoạt_động tốt , màu_sắc_đẹp màn_hình kết_cấu hoàn_thiện , shop giao hàng đúng hẹn , nhân_viên hàng nhiệt_tình hài_lòng vừa_ý , đồng_tiền , giới_thiệu bạn_bè ủng_hộ san phẩm shop",0,1,1,1,1,1,0,0,0
1858,16787,"tưởng_bao da flip cover túi đựng , máy cấn bể 2 góc , tính_năng ổn , chủ cọc ! p / s : đọc bình_luận chủ tiểu_nhân , hàng mẻ góc đánh_giá_như kô kô bớt tỏ thái_độ như kiểu vẽ .",0,-1,0,1,0,0,-1,0,-1
1859,16786,đthoai siêu đẹp giá bền không chờ hàng . 1 tuần,0,0,-1,0,0,0,0,0,1
1860,16785,hàng tốt,0,0,0,0,0,0,0,1,0
1861,16784,"điện_thoại đẹp , cấu_hình máy y_như mô_tả , máy dán cường_lực màn tặng ốp lưng ^ - ^ thanks shop",0,0,0,0,0,1,1,0,1
1862,16783,hàng chất_lượng bao da đẹp như mô_tả ok . ủng_hộ . mua ủng_hộ shop,0,0,0,0,0,0,0,0,1
1863,16782,"màn_hình hiển_thị xuất_sắc tầm giá . điện_thoại cũ chụp không diễn_tả hết_vẻ đẹp . khóa vân cạnh tiện nhạy , vội điện_thoại . loa kép âm_thanh to . mua 😘",0,0,0,0,0,1,0,0,1
1865,16780,giá ổn . chưa chưa,1,0,0,0,0,0,0,0,0
1868,16777,máy lag . tiền,0,0,0,-1,0,0,0,0,0
1870,16775,máy ổn giá rẻ,1,0,0,0,0,0,0,0,0
1873,16772,"máy tốt tầm giá , liên_quân không giật đồ_họa trung_bình , pin hơi yếu tầm giá không đòi_hỏi đc , máy vỏ đẹp , màn_hình xước dăm vết xước không ảnh_hưởng hình_ảnh xước dăm không , màn_hình đẹp nét , màu rực_rỡ , máy tốt tầm giá",0,0,0,1,0,-1,0,0,-1
1874,16771,hàng máy cảm_ứng chậm sóng kém . đi bảo_hành đổi 3 máy sóng 4g kém buồn .,0,0,0,-1,0,-1,0,0,0
1876,16769,"máy đẹp . vết xước đỉnh máy xung_quanh khu_vực giắc cắm sạc . máy chạy , màn_hình đẹp , pin tốt , video youtube một không nóng máy . cơ_bản giá tiền món hời . 1 thời giá rẻ",1,0,0,1,0,1,0,0,-1
1877,16768,"máy đẹp , hãng , đầy_đủ phụ_kiện , cảm_ứng nhạy , màn_hình sắc nét , camera chụp hình đẹp , giá_cả hợp_lý túi_tiền . vừa_ý . ủng_hộ shop đơn hàng",1,0,0,0,1,1,1,0,1
1878,16767,"máy đẹp , hình_thức sang_trọng , chức_năng hoàn_thiện , test sản_phẩm không lỗi , đồng_tiền bát gạo , shop uy_tín giao hàng đúng như quảng_cáo , nhân_viên shop nhiệt_tình , vui_vẻ tâm khách_hàng , chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop",0,1,0,0,0,1,0,0,1
1879,16766,"pin mau , không down mes",0,0,0,0,0,-1,0,0,0
1880,16765,"3 . tạm_thời ổn , chưa bảo_hành như . tặng ốp lưng shop",0,0,0,0,0,0,1,0,0
1881,16764,"oki nha shop , chưa beiets ko , cục sạc kỳ kỳ kb hư_không",0,0,0,0,0,0,-1,0,0
1884,16761,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt tiền giao hàng,0,1,1,0,0,0,0,0,0
1885,16760,"máy đẹp , hàng đúng chuẩn , shop uy_tín giao hàng chất_lượng đúng như quảng_bá , giá_cả hợp_lý , máy đẹp , ứng_dụng chạy ổn_định , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , , màu_sắc rực_rỡ , hài_lòng vừa_ý , ủng_hộ shop đơn hàng ,",1,1,1,1,0,1,0,0,1
1886,16759,điện_thoại ổn vỏ chênh shop . gãy mất tiêu chốt đầu nắp .,0,0,0,0,0,0,0,0,-1
1887,16758,shop 😷 máy đẹp . shop uy_tín . giao hàng như quảng_cáo . máy mượt . nghe gọi to rõ_ràng . game mượt . phụ kiên đầy_đủ . shop tư_vấn nhiệt_tình chu_đáo . hài_lòng . ghé ủng_hộ .,0,1,0,1,0,1,1,0,1
1888,16757,"ngon_lành cành đào , pubg chiến cực mượt hẳn lg v30 , camera đẹp hài_lòng",0,0,0,1,0,1,0,0,0
1889,16756,"điện_thoại , chất_lượng , y_như mô_tả , không tai_nghe oke lắm . đóng_gói cực kĩ , hài_lòng .",0,0,1,0,0,0,-1,0,1
1890,16755,hàng ổn vừa_phải giá tiền . cảm_ứng tạm ổn chưa nhậy lắm,1,0,0,0,0,-1,0,0,0
1891,16754,giá rẻ mượt_mà . màn_hình nét . oke,1,0,0,1,0,1,0,0,0
1892,16753,"máy tội game out , loa hàng",0,0,1,-1,0,1,0,0,0
1893,16752,sản_phẩm tuyệt_vời,0,0,0,0,0,0,0,1,0
1894,16751,"đúng như shop quảng_cáo , máy đẹp , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động êm_ái , màn_hình cảm_ứng sắt nét , camera chụp ảnh đẹp cực_kỳ , đáng_giá đồng_tiền bát gạo , hoàn_hảo , shop tâm phục_vụ khách_hàng chuyên_nghiệp , hài_lòng lắm ,",0,1,0,1,0,1,0,0,1
1895,16750,máy tốt tầm giá,0,0,0,0,0,0,0,1,0
1896,16749,"máy đẹp lắm , shop giao hàng đúng hẹn , chất_lượng máy đúng như mô_tả , giá_cả hợp_lý tầm , chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình đẹp lắm , hài_lòng vừa_ý , ủng_hộ sản_phẩm giá 5 ,",1,0,1,0,0,1,0,0,1
1897,16748,"hàng hãng , giao hàng , like shop",0,0,1,0,1,0,0,0,0
1900,16745,máy ngon lắm 99 % như ful box sim ghép lỗi shop gửi sim giá 1k,0,1,0,0,0,0,0,0,0
1901,16744,"chuẩn , shop giao hàng đúng chất , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình hài_lòng vừa_ý lắm , shop phục_vụ chuyên_nghiệp , nhân_viên nhiệt_tình chế_độ hậu_mãi an_tâm sản_phẩm shop ,",0,1,0,0,0,1,0,0,0
1903,16742,"đầu mua đt mạng đặt_hàng hồi_hộp , không hàng , . không ngờ sản_phẩm chất_lượng , shop uy_tín giao hàng như quảng_cáo , máy 99 % . hài_lòng shop . mua hàng shop , 5 *",0,1,0,0,0,0,0,0,1
1904,16741,"test điện_thoại cực_kỳ tốt ứng_dụng youtube , tốt game mượt ngon chốt rút sim shop 5sao",0,0,0,1,0,0,-1,0,0
1905,17550,máy đẹp lắm !,0,0,0,0,0,0,0,0,1
1906,17549,"shop dễ_thương , vui_vẻ nhiệt_tình , giao hàng đúng hẹn , máy đẹp đúng chức_năng chạy êm , cảm_ứng nhạy chụp hình sắt nét , vừa_ý . shop giao hàng đúng như quảng_cáo , chúc shop khách_hàng , shop 5 .",0,1,1,1,1,1,0,0,1
1907,17548,"ưng_ý lắm . mua một ok đợt mua em_gái . máy chuẩn hãng , mượt_mà , game tốt , ngoại_hình đẹp , pin trâu , shop 5 phục_vụ như chất_lượng . chúc shop đông , hàng . shop thân_thiện nhiệt_tình , ủng_hộ",0,1,0,1,1,1,0,0,1
1908,17547,máy đẹp ổn,0,0,0,0,0,0,0,0,1
1909,17546,hàng oke shop,0,0,0,0,0,0,0,1,0
1910,17545,một thao_tác đơn_giản 1 máy xzs quốc_tế không mấy ap rác mạng làm_phiền độ mạnh máy,0,0,0,0,0,0,0,1,0
1911,17544,máy qte vn ai_ngờ qte hàn_quốc,0,0,0,0,0,0,0,1,0
1912,17543,"hàng seal , 100 % , shop nhiệt_tình , ủng_hộ tiếp .",0,1,0,0,1,0,0,0,1
1913,17542,oke shop 5s,0,0,0,0,0,0,0,1,0
1914,17541,"nguyên seal , chưa nhân_viên tư_vấn tốt . giao hàng hơi . ủng_hộ 5 * shop !",0,1,-1,0,1,0,0,0,1
1915,17540,"m mini2 3g hàng shop giao mini3 y5 . máy đẹp long_lanh hoạt_động ngon_lành ưng_ý , mua mua nha ng",0,0,0,1,0,0,0,0,1
1916,17539,shop nhiệt_tình,0,1,0,0,0,0,0,0,0
1917,17538,"shop đúng hẹn , sản_phẩm đẹp , chức_năng , chạy mượt , cảm_ứng nhạy . màn_hình sắt nét pin trâu . camera chụp hình không chỗ vừa_ý , shop vừa_lòng khách_hàng , nhân_viên tư_vấn nhiệt_tình vui_vẻ , shop 5 .",0,1,1,1,0,1,0,0,1
1918,17537,"shop giao hàng đúng hẹn , máy đẹp lắm , chất_lượng tốt như quảng_cáo , test ứng_dụng hoạt_động êm , cảm_ứng nhạy màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng đều hoàn_hảo , , shop đem niềm sản_phẩm shop , 5sao shop ,",0,1,1,1,0,1,0,0,1
1919,17536,"gói hàng cẩn_thận , gọi điện_thoại , chất_lượng tốt tầm giá",1,0,1,0,0,0,0,0,0
1920,17535,"ủng_hộ 2 , dán keo đen mẹ coi phim nhấn lộn nút trở , shop thân_thiện giúp nhiệt_tình như , hàng đúng 99 % chát , pin chai 90 % , game bubg liên_quân mượt_mà , đầu mua đồ tiền triệu sự_thật tốt mong_đợi đồng_tiền bát gạo !",0,1,0,1,0,0,0,0,1
1921,17534,"đóng_gói ok , không phiếu bảo_hành",0,0,1,0,0,0,0,0,0
1922,17533,"đóng_gói đẹp , chất_lượng tốt , nhân_viên phục_vụ chu_đáo , sản_phẩm tốt như mong_đợi , cấu_hình mạnh , game mượt , phim , lướt web mượt . chụp hình nét , hình_ảnh đẹp . giới_thiệu bạn_bè ủng_hộ shop shop 5 . yên_tâm mua hàng shop . 😍",0,1,1,1,0,1,0,0,0
1923,17126,"giao hàng , chất_lượng chờ .",0,0,1,0,0,0,0,0,0
1924,17125,hàng đẹp giá mua 5.652 k,0,0,0,0,0,0,0,0,1
1925,17124,"ngoại_hình máy đẹp không xước móp , thử độ bền",0,0,0,0,0,0,0,0,1
1926,17123,máy ổn trừ_bị 1 đốm màn_hình phụ_kiện sạc 15w thay_vì 10w như máy tạm_thời oke ổn ủng_hộ shop nhu_cầu,0,0,0,0,0,-1,1,0,0
1927,17122,"máy màn_hình ám vàng , pin tụt , pin hư . máy tệ không .",0,0,0,0,0,-1,0,0,0
1928,17121,"test ưng_ý , đẹp , game đỉnh bao ngon bao mướt , đều tuyệt_vời . chấm shop 5 , chúc shop làm_ăn phát đat máy_đẹp shop , đẹp đấy , shop uy_tín giao hàng như quảng_cáo , cảm_ứng mượt_mà , màn_hình đẹp , chụp hình đẹp , .",0,1,0,1,0,1,0,0,1
1930,17119,mua hàng 1 / 1 canh flash sale giá hợp_lý .,1,0,0,0,0,0,0,0,0
1931,17118,mua màu xanh giao màu tím 😟 camera dính đen 😤,0,-1,0,0,0,0,0,0,-1
1932,16740,"điện_thoại đẹp , pin tốt , chế_độ chờ 1 không % pin",0,0,0,0,0,1,0,0,1
1934,16738,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
1935,16737,2 tuần đều ổn . vụ uprom mua máy_tính . tạm tiếng không trở_ngại . hi_vọng bền lâu_dài : ),0,0,0,0,0,0,0,1,0
1936,16736,đẹp giá tiền !,1,0,0,0,0,0,0,0,1
1937,16735,sản_phẩm thiết_kế đẹp ổn tầm giá một sản_phẩm hãng thương_hiệu việt,0,0,0,0,1,0,0,0,1
1939,16733,"sản_phẩm tốt , giá ok shop mik ủng_hộ .",1,0,0,0,0,0,0,0,0
1940,16732,máy mạng mất_vậy,0,0,0,-1,0,0,0,0,0
1942,16730,tuyệt shop nhiệt_tình ủng_hộ shop,0,1,0,0,0,0,0,0,0
1944,16728,oke,0,0,0,0,0,0,0,1,0
