,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
1488,32287,"giá tốt , giao hàng , gói kỹ , hàng nguyên hộp , mượt , chưa lăn_tăn . . mắt ổn",1,0,1,1,0,0,0,0,1
1489,32286,"hàng 2h , màu đẹp , lướt êm . tiki hướng_dẫn kích_hoạt bảo_hành hàng cực",0,0,0,1,0,0,0,0,1
1490,32285,"hàng l nguyên niêm_phong chưa active , kiểm_tra tất tần_tật hài_lòng sản_phẩm . tiki giao hàng đúng chất_lượng , giá_cả rẻ mua nguyễn_kim , fpt , tgd . hàng 05 hàng 07 nguy_hiểm",1,0,1,0,1,0,0,0,0
1491,32284,đợt giảm_giá mua tặng phim kì hài_lòng,0,0,1,0,0,0,0,0,0
1493,32282,"hàng đúng như mô_tả , giao đúng hạn hơi mong_muốn . tiếc sản_phẩm không tai_nghe , cáp , củ sạc đầy_đủ kì hài_lòng",0,0,-1,0,0,0,-1,0,0
1494,32281,"hàng nguyên seal . kiểm_tra không lỗi_lầm . máy mỏng , nhẹ . pin trụ 2 - 3 lướt face . , ổn . ko ưng gói hàng cấn góc , vận_chuyển . may không",0,0,-1,0,1,1,0,0,1
1495,32280,"tiki , máy mua lag đơ như xài , máy cấu_hình ngon , mua một lag , không giấy bảo_hành mua máy lag đơ",0,0,0,-1,0,1,0,0,0
1497,32278,"ship hàng tương_đối , 3 . hàng đúng như mô_tả , nguyên seal . cục sạc tặng anker dấu_hiệu bóc niêm_phong , hàng tặng . kì hài_lòng",0,0,1,0,1,0,0,0,0
1498,32277,"chức_năng hoạt_động binh . tiki giao hàng , nhân_viên giao hàng thân_thiện phẩm tốt",0,0,1,1,0,0,0,0,0
1499,32276,hàng hãng . giao hàng kì hài_lòng,0,0,1,0,1,0,0,0,0
1500,32275,"điện_thoại tốt , chụp ảnh tạm , quảng_cáo hổ trợ chụp không , cầm hơi nặng_tay , giá 2 triệu tốt , cấu_hình đủ , camera đủ , dung_lượng ổn . ( hoa chụp máy ) tốt phân khúc",1,0,0,0,0,1,0,0,0
1503,32272,"giá tốt , hàng cấu_hình thị_trường ít . kích_hoạt đủ có_lẽ bảo_hành trung_tâm uỷ_quyền vn kì hài_lòng",0,0,0,0,0,0,0,1,0
1505,32270,"mua tiki trading yên_tâm , hàng nguyên seal , chưa kích_hoạt bảo_hành . kì hài_lòng",0,0,0,0,1,0,0,0,0
1506,32269,"chậm_rì_rì , không nổi . lướt không nổi không hài_lòng",0,0,0,-1,0,0,0,0,0
1507,32268,"hàng ngon , nguyên seal , đúng màu . giao dự_kiến . thanks tiki ! kì hài_lòng",0,0,1,0,1,0,0,0,1
1508,32267,ngon giá tiền kì hài_lòng,1,0,0,0,0,0,0,0,0
1510,32265,"hàng ok , khung kim_loại , bát kẹp nhự hơi lo . oke",0,0,0,0,0,0,0,1,0
1511,32264,"tịki . bảo không ốp lưng ốp lưng , mắc mua 1 😊 😊 . test loa to , , không rè , sóng_sánh okela , wifi chạy ổn , bắt wifi yếu 1 / 4 máy vsmart . không , ngon . bảo_hành kích_hoạt , ngon . nguyên seal , ful box , thơm vl . tác vụ mượt_mà , 4 gb . shipper thân_thiện , dễ_thương . mua tầm giá . máy tq tầm giá . đầy_đủ phụ_kiện vos 3.0 google không hao ram xiaomi . 😂 ngon một máy .",0,1,1,1,1,1,1,0,1
1512,32263,"giá đỡ đệm đế laptop không bám , lap trượt hai . chặn thiết_kế chưa hợp_lý , hơi , đóng lap .",0,0,0,0,0,0,-1,0,0
1513,32262,camera không đẹp,0,0,0,0,0,-1,0,0,0
1514,32261,"mợi ng yên_tâm máy , nguyên seal , chưa active . máy mua mã ll / a , mỹ . giao hàng 39k tiki_now . , chưa active",0,0,0,0,1,0,0,0,0
1515,31912,"chưa bóc nh nguyên tem niêm_phong . tiki bọc lót nilong , lót giấy sợ không êm . kì hài_lòng",0,-1,-1,0,0,0,0,0,0
1517,31910,"rẻ ! máy ổn , phần_mềm lỗi kì hài_lòng",1,0,0,-1,0,0,0,0,0
1518,31909,tiền . giá 3 triệu sản_phẩm 8 ₫,1,0,0,0,0,0,0,1,0
1519,31908,tốt . tiki giao hàng đúng kì hài_lòng,0,0,1,0,0,0,0,0,0
1520,31907,"hàng hãng ( check ) , nguyên seal , nửa chưa lỗi_lầm , không kích_hoạt / check bảo_hành ? giúp . thanks . hãng , nguyên seal , check",0,0,0,0,1,0,0,0,0
1524,31903,"giao chậm 1 hiển_thị web máy , ổn , kiểm_tra ngoại quan",0,0,-1,0,0,0,0,0,0
1526,31901,"đầy_đủ không phụ_kiện . nguyên siu . cấu_hình ổn tầm giá không_thể so_sánh dòng cao_cấp . sản_phẩm túi_tiền tặng người_thân , lớn_tuổi nhu_cầu mạng xã_hội . mua sim tiền . kì hài_lòng",1,0,0,0,1,1,1,0,1
1527,31900,"mua hóa_đơn , hộp tiki rộng , 1 hộp oke . đề_nghị tiki hộp to không cần_thiết , bắt_buộc hộp to chèn xốp xô sản_phẩm vận_chuyển . ok ok ok ok. trừ shop báo hóa_đơn muộn tưởng shop không hóa_đơn định phản_ánh , hôm_nay hóa_đơn điện_tử mua hóa_đơn , hộp tiki rộng , 1 hộp oke .",0,0,0,0,0,0,0,1,0
1529,31898,", hàng đẹp kì hài_lòng",0,0,0,0,0,0,0,0,1
1530,31897,tốt_đẹp như mô_tả kì hài_lòng,0,0,0,0,0,0,0,0,1
1531,31896,"giao hàng cực , an_toàn . mong_tiki nâng thương_hiệu việt , tiêu_dùng tin_tưởng mua hàng giá tốt , hàng chất_lượng . kì hài_lòng",0,0,1,0,0,0,0,0,0
1532,31895,"hàng ok , vừa_vặn máy 12.5 ' . màu phong_cách không tươi như ảnh kì hài_lòng",0,0,0,0,0,0,0,1,0
1534,31893,"trời lạnh ngại cửa_hàng đặt_hàng tiki 2h giao tận cửa , một trải nghiệm mua đồ tiki . hàng đóng_gói cẩn_thận , đầy_đủ giá cạnh_tranh shop . mua đồ điện_tử giá_trị tiki hài_lòng vote 5 * kì hài_lòng",0,0,1,0,0,0,0,0,0
1535,31892,"máy_nguyên seal , chưa kích_hoạt bảo_hành ( 1 nhắn bảo_hành máy_đẹp , giao 1 ( sg ) kì hài_lòng",0,0,1,0,1,0,0,0,1
1536,31891,đầu mua hàng tiki giao hàng đúng 1 tuần kì hài_lòng,0,0,1,0,0,0,0,1,0
1537,31890,"khớp_nối khúc đầu nhựa , ọp_ẹp . 2 khúc . lắp tổng_thể gãy khúc đầu coi như đi . treo điện_thoại chạm điều_khiển rung lắc , 1 chỗ phim . treo máy_tính bảng sợ gãy khúc đầu khớp nối nhựa .",0,0,0,0,0,0,-1,1,0
1538,31889,sản_phẩm không tặng kèm ốp trắng ? hàng ốp .,0,0,0,0,0,0,-1,0,0
1539,31888,"giá tiền hợp_lý chức_năng , cứng_cáp tripod kì hài_lòng",1,0,0,0,0,0,0,0,0
1540,31887,máy một lag . kì hài_lòng,0,0,0,-1,0,0,0,0,0
1541,31886,hài_lòng sản_phẩm dịch_vụ kì hài_lòng,0,1,0,0,0,0,0,0,0
1542,31885,"hàng , điện_thoại loa nguyên seal . đều hài vien giao hàng thân_thiện hài_lòng",0,0,1,0,0,0,0,0,1
1543,31884,giá_như oke phá trinh hôm_qua chưa lắp sim không sóng_sánh . wifi vẻ yếu nằm cục phát sóng dập dình như sóng biển . mua tiki trading yên_tâm kì hài_lòng,1,1,0,0,0,-1,0,0,0
1544,31883,hạng xịn nguyên niêm_phong chưa kích bảo_hành . bóc_tem . giá tốt 10tr9 kì hài_lòng,1,0,0,0,1,0,0,0,0
1545,31882,"như hình oke , giá tốt kì hài_lòng",1,0,0,0,0,0,0,0,0
1549,31878,"máy_nguyên tem , kích_hoạt bảo_hành mất 2 .",0,0,0,0,1,0,0,0,1
1550,31877,"mua làm_quà tặng giao , hơi xớn xác địa_chỉ công_ty đúng chủ_nhật hẹn hôm giao . hôm giao đúng hẹn không , nhắn_tin không hẹn giao , gọi tổng_đài hẹn giao đầu chiều , . máy cấu_hình tốt tầm giá , tiki chiết_khấu cạnh_tranh . cực_kỳ hài_lòng . kì hài_lòng",1,0,-1,0,0,1,0,0,0
1551,31876,"giao hàng nhanh_chóng , iphone 12 mini cầm , chạy mượt kì hài_lòng",0,0,1,1,0,0,0,0,1
1553,31874,"giao hàng , giá hợp_lý kì hài_lòng",1,0,1,0,0,0,0,0,0
1555,31872,"tốc_độ giao hàng . tiki giao hàng đặt_hàng xong 5 sở_hữu . sản_phẩm đẹp máy_tính bảng . khớp điều_chỉnh linh_hoạt , lò_xo trợ_lực . độ bền một ok",0,0,1,0,0,0,0,0,1
1557,31870,"máy chạy tốt , pin . camera hơi mờ , game nóng máy . tầm giá oke lắm",1,0,0,0,0,1,0,0,0
1558,31869,sản_phẩm_chất_lượng tốt tầm giá . ủng_hộ hàng việt nha,1,0,0,0,0,0,0,1,0
1560,31867,2 tuần ok . hàng_mã l bảo_hành apple 1 kì hài_lòng,0,1,0,1,0,0,0,0,1
1564,31863,"giá tốt . spen ngon tiện , dân vẽ đồ_hoạ . máy mượt_mà . điểm_trừ vân nhạy lột miếng dán màn_hình ( loại mỏng bình ok .",1,0,0,1,0,0,0,0,0
1565,31862,đt . sp tốt lắm đóng hàng sơ sài nha . túi chống đốc oke . tiki kì hài_lòng,0,0,-1,0,0,0,0,0,0
1566,31861,"máy_đẹp , hãng , check imei đều ok . mỗi_tội hàng hn hơi ưng bụng 5 : ) kì hài_lòng",0,0,-1,0,1,0,0,0,1
1567,31860,sóng_sánh bắt 3g 4g chưa tốt lắm . ổn .,0,0,0,0,0,0,0,1,0
1568,31859,"mua hàng tiki trading tin_tưởng . hàng giao siêu , đặt_hàng 2 tỉnh . đóng_gói cẩn_thận . kì hài_lòng",0,0,1,0,0,0,0,0,0
1569,31858,máy tốt . . giao hàng thân_thiện mua,0,0,1,0,0,0,0,0,0
1570,31857,"máy hình_thức đẹp , tạm_thời ngon , tóm phù hợn giá tiền . giá tiền",0,0,0,0,0,0,0,0,1
1571,31856,"sản_phẩm hãng , nguyên tem , giao hàng , đóng_gói cẩn_thận",0,0,1,0,1,0,0,0,0
1574,31853,oke giao hàng,0,0,-1,0,0,0,0,0,0
1575,31852,"tiki đóng_gói hàng giao hàng . đồ điện_tử giá_trị lớn đóng_gói sơ_sài , kém . ipad trog 1 hộp cacton méo_mó không hề chèn giấy túi nilon chống sốc , vận_chuyển hàng_hóa vỡ hư_hỏng ipad hàng hãng , nguyên niêm_phong chưa active , mã ll / a_thường",0,-1,-1,0,1,0,0,0,0
1576,31851,"hàng hãng , giao hàng hơi chậm , 1 không lỗi , mau hãng",1,0,-1,0,1,0,0,0,0
1578,31849,"máy_đẹp , nguyên seal . đóng_gói không cẩn_thận lắm vỏ hộp bẹp . máy đời_mới giao_diện hơi xấu 105 đời cũ đẹp , nguyên niêm_phong",0,0,-1,0,1,0,0,0,1
1579,31848,"hàng tốt . mua istore . 1 . hàng lla nguyên hộp seri trùng vỏ . 2 . xài 1 sim vật_lý 1 esim online . 3 . giao hậu_giang 1,5 . 4 . shiper vui_vẻ chuyên_nghiệp . 5 . 7plus xsmax cải_thiện xứng_đáng . chuẩn lla 👍 mua .",0,0,1,0,1,0,0,0,0
1580,31847,"giao , chất_lượng như ! sản_phẩm đóng_gói tốt !",0,0,1,0,0,0,0,0,0
1582,31845,"cài_đặt máy lười chụp . 5 chất_lượng tầm giá . hàng nguyên seal , giao . tối chiều hôn hàng . không phàn_nàn kì hài_lòng",1,0,1,0,1,0,0,0,0
1583,31844,"sản_phẩm tốt , chụp hình ok , giá_cả . ủng_hộ . tốt",1,0,0,1,0,0,0,0,0
1585,31842,"hàng nguyên box ổn ! ảnh chụp đẹp , cài_đặt . dung_lượng tốc_độ ổn . game hơi chậm chút . ổn",0,0,0,1,1,0,0,0,0
1586,31841,"tiện , giá đỡ điện_thoại máy_tính . đế miếng đệm chống trượt .",0,0,0,0,0,0,1,1,0
1587,31840,"khung_đỡ cứng_cáp , điều_chỉnh . hơi tablet .",0,0,0,0,0,0,1,1,0
1589,31838,"điện_thoại nằm ngang ổn điện_thoại đứng thẳng yếu , ngã đằng chạm , candy crush giá đỡ 😂 hài_lòng lắm",0,0,0,0,0,0,-1,1,0
1590,31837,"máy gói cẩn_thận , giao hàng nhiệt_tình , sản_phẩm tốt bền không lâu_dài tầm giá 10tr ngon một sản_phẩm hãng 100 % kì hài_lòng",1,0,1,0,0,0,0,0,0
1591,31836,. kết_nối dài_dài . kì hài_lòng,0,0,0,0,0,0,0,1,0
1592,31835,"sản_phẩm tốt , hãng . giao hàng , đóng_gói , cẩn_thận . kì hài_lòng",0,0,1,0,1,0,0,0,0
1594,31833,"sản_phẩm , shop bọc hàng cẩn_thận . bật máy kích_hoạt bảo_hành , yên_tâm . dòng máy tốt tầm giá . 1 chút nhược_điểm ae tham_khảo : 1 . loa máy vẻ hơi rè nghe không lắm 2 . thiết_kế nút phím âm_lượng 1 bấm nhầm hiệu_năng oke kì hài_lòng",1,0,1,1,1,-1,-1,0,0
1595,31832,"hàng đẹp , chất_lượng tốt . ủng_hộ hàng việt thương_hiệu việt phát_triển . joy 3 4g / 64g",0,0,0,0,0,0,0,1,0
1596,31831,ipad oke bắt wifi yếu điện_thoại,0,0,0,-1,0,0,0,0,0
1597,31830,sản_phẩm oke thiếu_phụ_kiện kì hài_lòng,0,0,0,0,0,0,-1,0,0
1598,31829,"ghuui hàng oke hãng , phút n kì hài_lòng",0,0,0,0,0,0,0,0,0
1599,31828,hài_lòng tầm giá,1,0,0,0,0,0,0,0,0
1600,31827,"giao hàng , máy chuẩn , ổn kì hài_lòng",0,0,1,0,0,0,0,0,0
1601,31826,"phần_cứng ok , phần_mềm chán , bug , kì hài_lòng",0,0,0,-1,0,1,0,0,0
1602,31825,"giao hàng , điện xoại xịn , mượt , camera chụp đẹp , sạc pin siêu ( 40p trừ 70p ) , tội pin hao tối_ưu : tắt thông_báo , tắt ứng_dụng chạy ngầm , . đỡ . tặng bao da tưởng không xịn ai_ngờ xịn không_tưởng , cầm_chắc_tay lắm , góc mặt kính tiện , thông_báo bắt máy cuộc_gọi nắp , màu đen bề_ngoài tưởng cục sạc dự_phòng không ( đi nhậu điện_thoại bàn chả sợ thằng trộm sạc dự_phòng chả thèm . đùa tí = ) ) mua đợt tiki hàng hãng tiết_kiệm 7tr mua tgdđ ngon . thể oke",1,0,1,1,0,1,1,0,1
1603,31824,hàng hãng đóng_góp cẩn_thận cấu_hình tốt mua tặng lớn_tuổi làm_quà ok . sản_phẩm_chất_lượng chụp hình đỉnh tầm giá . 5sao kì hài_lòng,0,0,1,-1,1,1,0,0,0
1604,31823,"thân máy trung_quốc sản_xuất , cục sạc việt_nam sản_xuất . máy 100 % . tiki kích_hoạt bảo_hành thành_công 7 - 10 hơi .",0,0,0,0,0,0,0,1,1
1605,31822,"giao hàng cực . lâm_đồng chiều_hôm trưa hôm . máy_nguyên niêm_phong hãng , không lỗi_lầm hãng nguyên seal , giao hàng cực",0,0,1,0,1,0,0,0,1
1606,31821,"giao hàng , giá tốt , hàng chuẩn . kì hài_lòng",1,1,1,0,1,0,0,0,0
1607,31820,"sản_phẩm mua tầm giá . hôm mua áp mã giảm_giá 4tr 3 . màn amoled đẹp chất_lượng hiển_thị oke , thiết_kế ấn_tượng , đẹp . máy mượt , sạc siêu . camera đủ 16m . cam oppo không . không game không đc . tóm mua tầm giá 4tr3 4tr5 . mua tầm giá 4tr",1,0,0,1,0,1,0,0,1
1608,31819,"đóng_gói tốt , sản_phẩm đúng mẫu , trải nghiệm ban_đầu ok , kh lỗi như ng bảo , bảo_hành chưa kích_hoạt , giao hàng kì hài_lòng",0,0,1,0,0,0,0,0,1
1609,31818,hài_lòng sản_phẩm dịch_vụ kì hài_lòng,0,1,0,0,0,0,0,1,0
1610,31817,hài_lòng mua tiki . tin_tưởng tiki . mong tiki duy_trì tốt . nguyên niêm_phong nguyên kiện,0,0,0,0,0,1,0,1,0
1611,31816,"sản_phẩm chính_xác 1 sim nano tiki thông_tin 2 khe sim nano , khách_hàng lừa . tiki kiểm_tra thông_tin .",0,0,0,0,0,0,0,1,0
1612,31815,"mua làm_quà mẹ , máy nguyên seal , check imei hãng , cảm_ứng nhạy , pin trâu , màn_hình chê tạm ổn , phim không sắc nét không rổ sọc , cấu_hình ổn , test thử game liên_quân cấu_hình trung_bình mượt , camera chụp hình đủ , yêu chụp ảnh sản_phẩm chụp ảnh chưa mạnh xiaomi . sản_phẩm tiền giá 3tr . kì hài_lòng",0,0,0,1,1,1,0,0,0
1613,31814,"hàng giao cực , mua tiki trading chỗ , tối chìu giao xong . hàng hãng vna giá không chỗ rẻ , kmai cục sạc anker ji . kì hài_lòng",1,0,1,0,1,0,1,0,0
1614,31813,"mua mẹ , máy êm , to người_lớn hàng hãng chất lương kì hài_lòng",0,0,0,1,1,0,0,0,0
1615,31812,tệ . máy đơ thậm_tệ . ném dt không hài_lòng,0,0,0,-1,0,0,0,0,0
1616,31811,"máy trục_trặc , không máy mua bật không . hài_lòng",0,0,0,0,0,0,0,1,0
1617,31810,"màn_hình đẹp , hiệu_năng tốt , loa stereo tiếc 2 loa , pin trâu như ipad air cũ , máy mã lla màu gold đẹp phẩm tốt",0,0,0,1,1,1,0,0,1
1618,31809,giao hàng chậm . tiki xem_xét khắc_phục không hài_lòng,0,0,-1,0,0,0,0,0,0
1620,31807,"hàng , đóng_gói cẩn_thận , mua 2 hài_lòng . ủong hộ tiki ! kì hài_lòng",0,0,1,0,0,0,0,0,0
1621,31806,sản_phẩm chuẩn chưa active . nguyên serial . tiki vớ_vẩn . sale 10 / 10 mã giảm_giá 4740k đắt . 2 ngayd hôm_nay check giá 4700k kì hài_lòng,-1,-1,0,0,1,0,0,0,0
1624,31803,tạm . chưa trục_trặc gi giao hàng kì hài_lòng,0,0,1,0,0,0,0,1,0
1625,31802,sản_phẩm mỏng_dính ipad lật ngửa . không ảnh quảng_cáo . dính,0,0,0,0,0,0,0,0,-1
1626,31801,"hàng hãng , bảo_hành fpt , nguyên seal , mã vn / a. giá tốt mua cửa_hàng . kì hài_lòng",1,0,0,0,1,0,0,0,0
1627,31800,"đầu mua điện_thoại tiki . hàng nguyên seal , check imei máy đúng imei hộp . phân_vân chút lưng máy không in imei , máy lưng in imei. màu xanh m1 không đẹp a11 , mua màu đen oke ! oke",0,0,0,0,1,0,0,0,-1
1628,31799,"mua 27 / 12 kích_hoạt bh 21 / 12 . ổn , 1",0,0,0,0,0,0,0,1,0
1629,31798,"giao hàng . tối 5 , 7 giao . đóng_gói cẩn_thận , nguyên seal . thanks tiki hàng",0,0,1,0,1,0,0,0,1
1630,31797,máy dự_kiến kì hài_lòng,0,0,1,0,0,0,0,0,0
1631,31796,gửi mã kích_hoạt 6060 chưa kích_hoạt ?,0,0,0,0,0,0,0,1,0
1632,31795,"giao hàng siêu , hàng đẹp ok kì hài_lòng",0,0,1,0,0,0,0,0,0
1633,31794,một chưa ổn hàng đẹp không chê 100 % bảo_hành kích_hoạt 1 7 1 viết tiếp : ),0,0,0,0,0,0,0,0,1
1634,31793,"sản_phẩm tốt tầm giá 2 triệu . mua đợt sale 11.1 1 triệu 8 . giao hàng , hàng . máy_đẹp , màn_hình không bám bụi , camera tốt , game mượt . đo antutu 150k . nhược_điểm máy loa hơi rè ram ít . trống 600mb chế_độ chờ ( 700mb trống game ) . mượt pubg tốc chiến . khuyên ram 3 ram 4 , mua ram 2 hơi hối_hận , mua ram 4 sướng hẳn . ram 2 mượt_mà oke đôi_khi lỡ ẩn game đi 1 đóng mất . kì hài_lòng",1,0,1,1,0,-1,-1,0,1
1635,31792,"2 tuần ổn , , mượt , đẹp kì hài_lòng",0,0,0,1,0,0,0,0,1
1636,31791,"hài_lòng , mượt giao hàng tệ , ngoại_thành hôm hàng , giao tận 5 hôm dự_kiến hah game bao phê , màn ổn viền đen màn giá rẻ , không_thể nhung nét , ổn . trc mua tham_khảo nỏte 8 pro realme 6 không hối_hận , chip mát phê",0,0,-1,1,0,1,0,0,0
1637,31666,"giá đỡ laptop stand p1 nhôm cao_cấp tản_nhiệt đẹp , mua giảm_giá . kì hài_lòng",0,0,0,0,0,0,0,1,0
1638,31665,"máy ngon . , vận_chuyển không hư_hại . chưa hoàn tikixu . nguyên niêm_phong",0,0,1,0,0,0,0,0,1
1639,31664,đập_hộp giá_cả oke kì hài_lòng,1,0,0,0,0,0,0,0,0
1640,31663,"máy_nguyên seal , mỏng nhẹ , cảm_ứng mượt_mà , dán miếng dán mặt mặt trầy_xước chất",0,0,0,0,0,1,0,0,1
1641,31662,sản_phẩm đúng mô_tả . mua chưa kì hài_lòng,0,0,0,0,0,0,0,1,0
1643,31660,"giao hàng , sản_phẩm cứng_cáp , tiện_lợi kì hài_lòng",0,0,1,0,0,0,0,0,0
1644,31659,"sản_phẩm tốt , giá tiki tốt . kì hài_lòng",1,0,0,0,0,0,0,0,0
1645,31658,chưa sành điện_thoại lắm không tính_năng đa_nhiệm khả_dụng dòng điện_thoại smart phone mua . phân khúc giá tiền dòng sp sản_xuất việt_nam phát_triển việt_nam dòng điện_thoại thông_minh . ln đánh hài_lòng,0,0,0,0,0,0,0,1,0
1646,31657,"giao phần_gắn điện_thoại dây sắt , mong tiki bổ_sung đổi hàng giúp",0,0,0,0,0,0,-1,0,0
1647,31656,"nguyên seal , máy , đẹp , mượt . nhân_viên giao hàng cực_kỳ cẩn thân thân_thiện . kỳ hài_lòng",0,0,1,1,1,0,0,0,1
1648,31655,"2 chưa hàng , fpt 2h giao ! hàng",0,0,-1,0,0,0,0,0,0
1649,31654,"1 . giao hàng nhanh_chóng . 10h tối tư đặt_hàng , chiều 6 giao hàng ( hộp nguyên niêm_phong an_tâm ) máy kích_hoạt bảo_hành 2 , liên_hệ tiki hổ trợ , giải_đáp bảo_hành đầy_đủ , hoá_đơn điện_tử bảo_hành . tặng coupon 2 . điện_thoại_đẹp tuyệt_vời , game , mua hàng ap thương_mại điện_tử bắt sóng wifi hiển_thị hơi yếu , 1 vạch kết_nối ổn , cấu_hình hiển_thị không ảnh_hưởng chất_lượng bắt sóng wifi ? pin ổn , 4g chiều liên_tục củ_sạc , tầm 2 tiếng tặng ốp lưng kèm hộp camera xấu . : ) camera ap xấu . giá_như ổn , không đòi_hỏi cam chỉnh chỗ chụp chuyên_nghiệp chỗ chụp ảnh 48mp , dung_lượng lớn tẹo , hình xấu . ánh_sáng đấy đủ chụp ổn . dung_lượng ảnh . camera 12mp thua cam 13mp j7_pro ( 3 , màn_hình rơi tí trục_trặc , chức_năng ổn ) camera pop up khởi_động hơi ồn hi_vọng vsmart phong_độ như , nâng_cấp xíu camera . ủng_hộ hàng việt ! kì hài_lòng",1,0,1,1,-1,-1,1,0,1
1650,31653,"máy ổn , chụp không nét lắm , hệ điều_hành vos 3.0 1 lỗi hơi khó_chịu : nhắc không , không cài nhạc chuông nhắn , gallery load chậm sếp dạng list video , không xóa nhắn 1 ví_dụ số_dư ngân_hàng .",0,0,0,-1,0,-1,0,1,0
1651,31652,"hàng hãng , tốt kì hài_lòng",0,0,0,0,1,0,0,1,0
1652,31651,"sản_phẩm tốt , nv giao hàng đúng hẹn kì hài_lòng",0,0,1,0,0,0,0,0,0
1654,31649,"2 mua điện_thoại : 1 . giao hàng . giao_diện tiki "" dự_kiến giao hàng dd / mm "" nhầm_lẫn . tưởng giao đúng dd / m , ai_ngờ "" hạn giao chót , tiki ( cố_gắng ) giao hôm "" . giao , tuần . ok , fine . giao hàng , 1 ( tốt ) . không hẹn . xảy . lộn_xộn . gọi điện giao hàng không_thể chờ giao công_ty , giao đúng địa_chỉ , gọi tiki . gọi tổng_đài tiki , không_thể chuyển_đổi giao hàng thiệt shock , khách_hàng "" ngu "" ? mua đơn hàng giá_trị không lắm , đổi địa_chỉ hàng không ? đặt_hàng , đặt_hàng ? không dừng . tiki giao hàng hứa_hẹn giao 7 chủ_nhật . chờ mãi không . gọi tổng_đài một điệp_khúc . "" cố_gắng "" . ok , oke ok . rốt cục 2 nhắn thẳng sđt , kêu 30 ' giao . không lầm , 1 tiếng rưỡi 2 tiếng , một giao hàng "" alo , công_ty địa_chỉ chính_xác đâu_vậy ? giao . "" giao_tiếp tệ ? gọi tổng_đài hỏi_han tốn tiền điện_thoại nước_miếng : ) "" không đổi địa_chỉ giao_nhận , cố_gắng giao t7 , chủ_nhật "" . giao công_ty : ) ok , very fine . đợi : ) tổng_kết , trải nghiệm hàng mệt_mỏi . 2 . điện_thoại không airdrop hồi đầu tuần , bận hôm_qua kích_hoạt . , chức_năng airdrop không hoạt_động ( ? ? ) . nút bật airdrop control_center disable ( greyed out ) , không bấm . tiki , apple tiki ? , thử tắt , thử trò không . up version gõ nhận_xét p / s : nhận_xét một tâm_trạng bình_thường , không hề bực_tức nóng_giận ^ trừ tổng_kết hơi ngán mua mấy món giá_trị lớn như tiki . thẳng mấy hệ_thống lớn như lành . hàng lộn_xộn iphone không_thể",0,-1,-1,-1,0,0,0,0,0
1655,31648,"máy , giao hàng . tiki kì hài_lòng",0,0,1,0,0,0,0,0,0
1656,31647,hàng hãng . ngon kì hài_lòng,0,0,0,0,1,0,0,0,0
1657,31646,"sản_phẩm giao ful box , niêm_phong kín_kẽ , đẹp tươm_tất , không lâu_dài máy chạy mượt trơn_tru , camera góc rộng tốt , camera selfie không mịn tắt chế_độ làm_đẹp đi , ổn . phẩm hoàn_thiện",0,0,0,1,1,1,0,0,1
1658,31645,hàng đẹp nguyên . 1 nhược_điểm viết chữ không viết đc . viết sai . ko dòng máy . hơi buồn,0,0,0,0,0,0,0,1,1
1659,31644,"ốc lỏng_lẻo , kẹp không . sản_phẩm không hoàn_thiện , miếng đệm rớt keo dán . giá không mong_đợi , . ổn !",0,0,0,0,0,0,0,1,0
1660,31643,hàng đúng như quảng_cáo . hồi tối trưa hôm giao . kì hài_lòng,0,0,1,0,0,0,0,0,0
1661,31642,"giao đúng 2h , sản_phẩm kích_hoạt bảo_hành oke mua 20 kì hài_lòng",0,0,1,0,0,0,0,0,0
1662,31641,giá chỗ kì hài_lòng,1,0,0,0,0,0,0,0,0
1663,31640,"hàng nguyên seal , giao hạn . cực_kỳ hài_lòng ! 1 green",0,0,1,0,0,0,0,0,1
1664,31639,đóng_gói tem chống bóc trộm mép hộp . hàng chuẩn hãng 👍 kì hài_lòng,0,0,1,0,1,0,0,0,0
1665,31638,điện_thoại giá_trị đóng_gói lót miếng giấy không hài_lòng chút . ghi hàng cực_kỳ vỡ đệm lót sơ_sài . ấn_tượng ban_đầu không tốt kì hài_lòng,0,0,0,0,0,0,0,0,-1
1666,31637,"hàng nguyên tem , săn đk mã giảm_giá 2.970 k 4g / 64g . đầy_đủ sạc , tai_nghe , ốp 1 chê camera . cam chụp ngược chiều kém cam hơi cùi , gọi video mặt_mũi nhợt_nhạt v ~ .",0,0,0,0,1,-1,1,0,0
1667,31636,"hàng hãng giá rẻ thị_trường , tốt .",1,0,0,0,1,0,0,0,0
1668,31635,"điện_thoại mất 3g , khởi_động hài_lòng",0,0,0,-1,0,0,0,0,0
1669,31634,kẹp không lắm oke,0,0,0,0,0,0,0,1,0
1670,31633,"mua sản_phẩm tặng chưa bóc kiểm_tra chất_lượng . bước_đầu hài_lòng : 1 . tiki giao hàng 2h đúng hẹn , gói bọc sản_phẩm cẩn_thận 2 . sản_phẩm nguyên nilon , chưa bóc dán . chưa không kiểm_tra . hàng , đúng hẹn",0,0,1,0,0,0,0,0,1
1671,31632,đóng_gói hàng kém 1 điện_thoại 34 tr không 1 miếng xốp giảm_chấn : (,0,-1,-1,0,0,0,0,0,0
